price_usd;comuna;habitaciones;ba�o;area_construida;area_total
183136;LaFlorida;4;1;112;115
1063711;Pirque;7;7;600;3937
494182;Buin;4;4;140;740
1905816;LoBarnechea;6;4;637;1694
168120;PadreHurtado;3;2;68;113
217933;LoPrado;8;6;200;190
211191;SanJoaquín;3;1;98;237
149440;SanRamón;4;3;96;217
249066;CerroNavia;5;1;290;333
2659278;SanJosédeMaipo;14;0;60000;60000
498132;Santiago;4;3;214;220
2083101;LoBarnechea;9;5;662;2572
686980;Vitacura;3;1;66;326
1108032;Colina;5;5;307;2880
740166;Colina;4;4;188;748
1772852;Providencia;7;5;399;824
673684;LasCondes;6;4;190;250
158157;Quilicura;3;2;66;140
1462603;LoBarnechea;5;3;400;1200
1174514;LoBarnechea;5;3;297;800
433462;LaReina;4;3;198;524
323537;LaReina;5;2;139;220
373101;Ñuñoa;4;2;136;215
61163;Maipú;3;1;68;62
1196675;Vitacura;6;5;415;720
478670;Colina;3;3;130;430
780055;LasCondes;6;4;197;508
813296;Peñalolén;7;5;237;701
1382824;LoBarnechea;5;5;450;1350
1684209;LasCondes;4;0;184;403
1019390;LasCondes;4;3;240;442
482659;Peñalolén;5;3;190;290
1063711;LoBarnechea;5;5;216;260
575734;LoBarnechea;4;3;133;340
620055;Peñalolén;5;4;140;503
504820;LoBarnechea;5;4;150;256
930747;Santiago;6;4;500;500
1994458;LoBarnechea;7;6;552;1480
837672;Colina;5;4;902;284
686980;Pirque;3;3;192;5440
2171743;LasCondes;6;6;420;1920
1544597;Vitacura;7;5;532;1200
531235;LaReina;6;4;161;528
576177;Ñuñoa;4;2;196;516
1595567;Vitacura;5;4;300;930
89664;PadreHurtado;3;2;51;72
1063711;Vitacura;3;3;200;500
731301;Independencia;8;6;264;420
1506924;LasCondes;4;4;280;550
567313;LaFlorida;6;4;250;810
489750;Lampa;4;4;182;5020
777086;SanMiguel;8;4;145;1080
1174514;LasCondes;5;4;236;783
762326;LasCondes;4;4;230;430
886426;LasCondes;5;5;185;497
1196675;LasCondes;6;5;260;580
990581;LoBarnechea;4;4;186;706
797783;LasCondes;5;3;200;481
970636;LasCondes;6;4;215;587
997229;LasCondes;5;5;259;450
1263157;LasCondes;8;6;372;1049
1240996;LasCondes;5;5;220;916
1307478;LasCondes;5;6;334;1150
531856;LasCondes;3;3;133;242
2216065;LasCondes;10;5;762;3460
642659;LasCondes;4;3;190;290
1108032;LasCondes;5;5;295;625
881994;LasCondes;4;3;170;410
864265;LasCondes;5;4;241;400
1218836;LasCondes;6;4;268;490
1263157;LasCondes;6;5;454;820
1085429;LasCondes;5;4;273;811
997229;LasCondes;4;4;198;690
2216065;LoBarnechea;5;7;520;925
997229;LasCondes;6;5;210;450
1329639;LasCondes;6;7;414;1413
1218392;LasCondes;7;5;280;980
975068;LasCondes;5;5;360;840
1325207;LasCondes;6;6;376;875
1285318;LasCondes;5;5;350;1393
1196675;Vitacura;5;4;511;1800
1518004;LasCondes;5;4;260;536
1320775;LasCondes;6;5;270;1315
1008309;LasCondes;4;4;200;600
1595567;Providencia;3;2;235;434
4210523;Colina;6;8;1046;4820
1085872;LasCondes;5;5;362;1074
296953;LaFlorida;5;3;161;352
1263157;LasCondes;5;5;245;500
282327;PadreHurtado;4;3;115;321
211706;LaFlorida;3;1;0;260
69738;Pudahuel;2;1;90;80
158670;CerroNavia;2;3;122;134
442770;Huechuraba;5;4;140;294
300942;Huechuraba;4;4;132;190
394460;Huechuraba;5;4;140;350
420609;Huechuraba;5;1;163;348
376288;Huechuraba;5;4;140;272
473795;Huechuraba;5;4;136;434
149440;Maipú;6;2;90;128
502603;Vitacura;4;2;129;240
1108032;Colina;6;4;487;5022
2659278;LoBarnechea;7;6;600;1500
2127422;Vitacura;7;7;544;1001
1546813;LoBarnechea;7;5;265;1278
1817173;LasCondes;6;3;220;800
2193904;LoBarnechea;5;7;550;1200
2437671;LoBarnechea;8;7;690;1159
1440442;LoBarnechea;5;4;280;700
1728531;LoBarnechea;7;6;510;1042
2479333;LoBarnechea;4;2;220;3858
3324097;Vitacura;4;3;1355;4047
324653;Curacaví;3;3;150;7900
908587;Vitacura;5;4;160;276
1631024;LasCondes;4;6;439;1330
793351;LoBarnechea;5;3;220;468
952908;LoBarnechea;4;4;422;3100
1174514;LoBarnechea;5;4;256;936
704709;Vitacura;3;3;100;369
1325207;Vitacura;4;3;240;750
1263157;LoBarnechea;5;5;352;1137
2437671;LoBarnechea;5;5;440;1140
1994458;Vitacura;4;4;582;1178
242839;Santiago;2;0;68;445
211706;SanBernardo;3;3;140;128
1329639;LoBarnechea;4;3;280;736
314681;Paine;3;3;150;6000
642659;Paine;4;2;350;5000
1187811;LasCondes;6;5;456;666
951135;Providencia;6;3;239;322
416620;LasCondes;4;3;100;251
435866;LasCondes;3;1;75;190
1418281;Vitacura;5;4;306;900
771191;LoBarnechea;5;4;200;450
186800;Buin;3;3;94;180
620498;LasCondes;3;2;100;348
819944;LoBarnechea;3;3;100;600
1635456;LoBarnechea;5;4;371;905
1728531;LoBarnechea;6;4;359;1630
1176376;LoBarnechea;5;4;236;741
1237229;LoBarnechea;5;4;236;830
1179168;LoBarnechea;5;4;236;742
678116;Vitacura;4;3;125;304
1041550;Colina;5;6;474;5062
1240996;LasCondes;9;5;330;924
394460;Providencia;4;2;184;178
1108032;LasCondes;5;4;280;962
465374;SanMiguel;5;3;120;430
972852;Vitacura;6;5;300;450
952908;Colina;6;4;400;5188
877562;LasCondes;6;4;190;250
443213;LasCondes;3;2;90;250
230386;Quilicura;4;3;110;149
265928;Huechuraba;3;3;89;130
148299;Maipú;4;1;120;120
265928;Huechuraba;3;3;89;130
234903;Colina;3;2;81;140
261052;Lampa;3;3;81;171
775623;Colina;5;4;250;820
2038780;LoBarnechea;4;5;337;2105
598337;Peñalolén;5;4;280;1500
908587;Providencia;6;5;321;420
487534;LaReina;3;3;139;365
228476;Maipú;4;3;132;100
1263157;Vitacura;4;4;204;519
527423;Colina;3;2;140;350
84210;Colina;3;2;120;202
809465;LasCondes;3;4;210;539
731301;LasCondes;6;5;244;400
280554;QuintaNormal;4;3;172;341
864265;LasCondes;4;5;200;340
819944;LasCondes;5;3;260;778
576177;Vitacura;5;3;139;252
436565;Vitacura;3;2;88;240
190582;Colina;3;2;80;120
1139057;EstaciónCentral;7;4;280;828
576177;Peñalolén;4;2;240;1000
1529085;LoBarnechea;5;4;350;1400
243767;Maipú;3;3;130;180
174346;SanBernardo;5;2;120;192
886426;Providencia;10;4;220;380
1369528;Peñalolén;5;6;430;4350
881994;Colina;6;5;400;5595
2659278;Colina;5;7;780;5300
180573;Recoleta;5;2;200;290
908587;Colina;4;3;240;4500
252188;Recoleta;5;3;235;280
704709;Colina;4;3;220;5000
1240996;Colina;4;1;345;5000
1418281;Colina;5;4;460;2860
1772852;LoBarnechea;3;4;563;1202
1187811;LoBarnechea;5;4;240;800
261519;EstaciónCentral;3;1;76;90
161893;Maipú;3;2;74;101
136986;EstaciónCentral;3;2;105;125
1994458;LoBarnechea;7;6;672;2910
162526;LaFlorida;2;1;73;102
2216065;LasCondes;6;5;448;1590
1404985;LasCondes;4;3;430;986
2489084;LoBarnechea;10;5;313;1248
3900274;LasCondes;7;5;1477;4443
3545704;Vitacura;6;6;720;5048
487534;Colina;4;4;183;438
1285318;LoBarnechea;5;4;351;1200
2659278;LasCondes;6;6;400;2860
796498;SanBernardo;5;4;257;4700
1329639;LasCondes;5;4;400;1988
1085872;LasCondes;4;3;215;820
162526;LaFlorida;2;1;70;102
1994458;LasCondes;6;7;494;1950
2038780;Vitacura;5;6;356;809
1285318;LasCondes;6;5;423;1368
1987810;LoBarnechea;5;6;400;6900
1187811;LasCondes;5;5;427;900
1551245;Providencia;10;4;300;400
1679777;LasCondes;5;6;565;1614
1329639;LasCondes;6;4;290;600
797783;LasCondes;5;4;230;380
664819;Macul;5;2;200;620
2437671;LasCondes;4;3;143;1263
576177;LasCondes;2;2;136;260
864265;LasCondes;4;3;180;605
749030;LasCondes;5;3;130;225
95202;PuenteAlto;5;2;78;90
136953;Quilicura;3;0;0;0
118306;Maipú;3;2;80;120
350138;Colina;4;3;140;450
1077007;LoBarnechea;4;3;254;635
168120;Lampa;3;2;0;0
560664;Colina;3;3;140;630
87049;LaGranja;3;1;65;68
274083;Independencia;4;2;220;450
487534;Colina;3;3;140;300
811080;Vitacura;3;3;0;0
99723;SanBernardo;3;2;75;80
693628;LasCondes;6;3;354;354
952908;Colina;3;4;375;860
1014958;LoBarnechea;4;3;240;500
509695;Vitacura;3;2;107;267
698060;Vitacura;5;4;180;280
642659;Vitacura;4;3;140;294
730858;Vitacura;4;4;180;280
642659;Vitacura;4;4;267;293
2481993;LoBarnechea;4;4;470;1480
698060;Vitacura;5;4;180;280
398892;Santiago;10;5;175;200
616066;Providencia;4;3;170;350
682548;Vitacura;5;4;187;280
531856;Peñalolén;3;4;160;400
819944;Vitacura;4;4;180;250
651523;Vitacura;3;4;160;197
1059279;LoBarnechea;4;4;170;500
642659;Vitacura;4;3;140;294
1014958;LoBarnechea;4;4;400;260
859833;Vitacura;4;3;250;370
864265;Vitacura;4;3;250;370
93400;Colina;3;2;85;78
1218836;Colina;6;7;340;3970
176837;Maipú;4;2;47;152
549584;LaReina;3;4;200;508
249066;SanBernardo;3;3;140;128
690969;Colina;4;3;200;5000
1059279;LoBarnechea;4;4;270;1200
877562;Colina;5;4;0;0
75302;Pudahuel;2;1;42;42
185706;Pudahuel;3;1;140;140
153195;QuintaNormal;4;2;170;150
571745;LasCondes;4;2;133;430
686980;LasCondes;4;2;151;451
764542;LasCondes;3;3;126;310
396232;Ñuñoa;3;2;106;225
573961;LasCondes;4;3;120;335
775623;LasCondes;3;3;126;310
749030;LasCondes;4;3;195;300
793351;LasCondes;5;3;205;320
1041550;Vitacura;4;3;145;240
532476;LaReina;5;3;190;600
686980;LasCondes;4;2;151;451
1041550;Vitacura;4;3;145;240
642659;LasCondes;4;2;133;430
288088;Huechuraba;4;3;115;140
174346;PuenteAlto;3;3;74;100
288088;Huechuraba;4;3;115;140
124533;PuenteAlto;5;2;250;200
203878;PuenteAlto;4;3;90;145
442092;LaReina;3;3;103;144
744598;Vitacura;4;3;139;274
797783;LasCondes;5;4;139;300
1108032;Providencia;7;6;360;500
136986;Curacaví;3;2;95;230
693628;LasCondes;6;3;354;354
1044210;Vitacura;7;3;160;460
527423;LasCondes;4;2;129;199
199446;Conchalí;2;2;0;0
332410;PadreHurtado;4;3;120;326
376731;PadreHurtado;3;3;180;400
89664;Colina;4;1;88;88
137396;Huechuraba;4;2;89;137
80946;Pudahuel;3;1;70;90
234903;PuenteAlto;3;3;110;154
168120;PuenteAlto;3;3;80;120
118306;PuenteAlto;4;2;108;130
376731;Recoleta;13;0;350;198
376731;Recoleta;13;0;350;198
642659;LoBarnechea;4;4;150;240
491966;LaFlorida;4;3;80;195
797783;LaFlorida;4;5;261;1000
267746;Maipú;4;3;171;207
323786;Santiago;8;3;175;175
467590;LaFlorida;4;3;140;401
367372;Ñuñoa;4;2;87;144
409972;Ñuñoa;3;2;100;180
77210;Renca;2;1;42;190
278604;Santiago;4;5;178;200
120797;LaGranja;4;2;144;180
149806;SanBernardo;4;2;110;200
261519;Quilicura;3;2;134;194
161644;Maipú;4;3;85;129
152927;Maipú;4;2;127;129
664376;LasCondes;4;2;160;200
997229;Ñuñoa;5;4;240;600
1950137;LoBarnechea;7;5;350;1012
478670;LaFlorida;4;3;136;412
487534;Colina;3;3;140;420
881994;Vitacura;4;3;144;530
456509;SanJosédeMaipo;4;3;187;1103
837672;LasCondes;4;4;0;0
837672;LasCondes;4;4;0;0
354127;Colina;5;3;140;500
442770;Pirque;4;3;240;5000
642659;LaReina;5;4;180;390
500831;Peñalolén;4;4;156;280
510585;Ñuñoa;3;2;114;246
722437;LasCondes;4;2;396;200
149440;PuenteAlto;5;2;97;137
354127;LaReina;4;5;98;214
105853;ElBosque;3;2;78;123
224159;Macul;4;2;93;86
211706;LaFlorida;2;2;86;173
105853;PuenteAlto;3;1;58;65
161893;PuenteAlto;3;1;60;150
242839;LaFlorida;5;2;173;72
597758;LaFlorida;5;6;240;600
112080;Santiago;3;1;75;75
161893;Peñalolén;3;2;62;160
553573;Colina;3;3;188;389
168120;Maipú;3;1;60;160
242839;LaFlorida;4;3;115;200
435866;LasCondes;3;2;96;211
236613;EstaciónCentral;4;3;112;105
128532;PuenteAlto;3;1;54;108
424155;Maipú;3;2;110;334
686980;LasCondes;4;3;280;430
100872;Maipú;3;2;51;138
149440;Maipú;3;1;45;134
311333;LaReina;3;1;84;345
93400;Quilicura;3;1;70;80
161893;Lampa;3;3;76;135
186800;PuenteAlto;3;2;100;150
414404;Pudahuel;4;3;144;283
198007;PuenteAlto;3;3;85;130
421052;LaFlorida;3;3;104;316
100872;Quilicura;2;1;55;0
837672;Colina;3;3;436;770
199756;LaFlorida;5;2;78;129
185839;Peñaflor;3;1;121;328
731656;Recoleta;7;6;203;378
235656;LaFlorida;8;3;113;181
458238;LaFlorida;4;3;140;227
327313;LaFlorida;3;1;67;227
130760;Quilicura;4;3;115;170
221163;Lampa;6;3;98;195
100166;PuenteAlto;3;1;52;76
141163;PuenteAlto;4;2;92;151
837672;Colina;3;3;436;770
112080;PuenteAlto;3;2;80;120
108344;Conchalí;2;1;71;162
93400;PuenteAlto;2;1;50;85
114570;IsladeMaipo;4;2;100;198
80946;IsladeMaipo;4;1;68;248
211856;LoPrado;4;2;115;192
186800;LaFlorida;5;2;105;128
80946;Maipú;2;1;50;50
562880;LasCondes;5;2;163;189
159557;Maipú;5;2;80;155
802215;LaReina;4;4;213;470
1139057;LoBarnechea;4;4;240;800
1728531;Vitacura;5;3;382;944
181717;LaFlorida;3;2;68;130
487091;Ñuñoa;3;2;119;270
416620;Ñuñoa;4;2;190;408
487534;LaReina;3;2;128;233
864265;Huechuraba;4;4;271;817
146526;Melipilla;3;2;84;134
1240996;LaReina;5;4;358;4000
531856;Talagante;5;4;5000;5000
837672;LasCondes;5;4;231;446
1285318;LaReina;5;4;320;1320
1307478;Vitacura;6;5;250;627
412188;LasCondes;3;1;77;160
211706;PuenteAlto;3;3;97;137
1551245;LoBarnechea;5;5;330;760
198007;LaCisterna;4;2;135;250
221606;PuenteAlto;3;3;101;200
215442;Maipú;4;3;117;140
376731;Ñuñoa;3;2;115;172
383379;Peñalolén;3;3;106;244
383379;Peñalolén;3;3;106;244
274748;PadreHurtado;4;3;135;260
1236564;LaReina;5;5;311;1543
1285318;LaReina;5;4;324;1105
1994458;LoBarnechea;6;7;667;1510
161893;PuenteAlto;3;3;72;76
447645;LasCondes;4;2;105;286
277709;PuenteAlto;4;3;145;225
509695;LasCondes;4;4;153;286
436565;Colina;4;4;167;350
554016;Colina;3;3;139;380
952908;LasCondes;5;4;312;523
1196675;Colina;5;5;260;5000
589473;Vitacura;4;3;239;160
709141;LasCondes;6;4;192;347
1077007;LoBarnechea;4;3;254;635
270360;Independencia;4;4;171;208
443213;Santiago;5;3;194;200
531412;LaReina;4;2;133;405
1666481;LaReina;5;5;343;800
75965;Buin;2;1;98;45
177330;Maipú;4;3;160;162
108366;Colina;5;2;160;480
199490;PuenteAlto;4;2;86;141
230515;Paine;3;2;110;180
259280;Quilicura;3;3;90;167
100210;Paine;3;1;70;105
318714;Peñalolén;4;3;112;250
92154;Paine;3;1;60;105
91789;Paine;3;1;70;105
68493;PuenteAlto;2;1;80;80
952908;Providencia;6;4;244;420
1147922;LasCondes;5;4;270;840
1041550;LoBarnechea;4;3;252;808
100476;PuenteAlto;2;1;65;66
1551245;LoBarnechea;5;4;390;1680
509695;Peñalolén;4;4;180;221
576177;LoBarnechea;5;3;140;3752
642659;LoBarnechea;4;3;150;220
1099168;Vitacura;4;4;200;515
1684209;LoBarnechea;6;5;466;1050
691412;LoBarnechea;3;3;165;375
647091;LasCondes;3;3;140;250
465374;Vitacura;4;3;146;204
1262714;Vitacura;3;5;214;524
722437;LasCondes;5;3;174;326
2880884;Vitacura;8;5;1400;5180
298879;Macul;4;3;194;200
1409417;LoBarnechea;4;5;357;1003
1240996;LasCondes;6;4;340;680
1329639;LasCondes;5;4;280;585
487534;LasCondes;3;2;75;150
1285318;Vitacura;6;5;332;683
509695;IsladeMaipo;4;4;271;5400
1240996;LasCondes;4;3;320;541
961772;LoBarnechea;4;4;248;918
435866;Santiago;13;6;374;237
336239;LaCisterna;3;2;105;330
165762;PuenteAlto;3;2;82;120
84682;Quilicura;2;1;68;70
168120;LaGranja;7;3;129;162
751246;LasCondes;4;2;154;400
156912;LaFlorida;3;2;84;162
144709;Peñaflor;3;1;82;190
172410;LoPrado;9;2;160;160
167180;Maipú;3;2;70;113
125695;LaFlorida;4;2;93;115
487490;Ñuñoa;5;4;172;234
693628;LasCondes;6;3;354;354
257064;QuintaNormal;6;2;0;0
229363;Peñalolén;3;2;89;219
188366;Independencia;5;2;180;200
277008;Santiago;4;2;150;200
250637;PuenteAlto;4;3;101;149
961772;LasCondes;4;3;244;443
606759;Colina;5;3;218;512
210526;Quilicura;4;0;123;135
1147877;LaReina;5;4;254;825
522991;LaReina;4;3;169;408
124533;Independencia;2;1;74;74
149440;Renca;4;2;180;250
190138;Maipú;3;3;107;147
660387;Colina;4;4;182;579
609418;LasCondes;5;4;223;325
673240;LoBarnechea;7;4;167;413
155125;Independencia;2;1;70;120
660387;Vitacura;3;2;104;281
155666;Maipú;4;2;104;126
275678;Maipú;4;3;270;300
678559;Ñuñoa;6;4;348;248
558448;Pirque;4;3;270;5000
540720;Peñalolén;5;4;178;400
240349;EstaciónCentral;5;2;150;190
135741;PuenteAlto;2;1;76;128
143213;PadreHurtado;3;3;62;126
775623;LoBarnechea;3;3;208;400
265928;PuenteAlto;4;4;80;120
618282;Providencia;4;2;120;154
166874;PuenteAlto;4;1;84;150
52742;PuenteAlto;2;1;55;72
554016;Peñalolén;4;4;164;362
1263157;LasCondes;5;5;252;560
219390;Cerrillos;4;2;130;114
238892;Cerrillos;3;3;84;145
194349;Peñaflor;3;3;95;180
877562;Vitacura;4;4;221;221
448319;Santiago;4;2;500;500
602770;Santiago;15;4;386;386
281440;SanBernardo;4;3;120;310
175069;SanBernardo;4;3;120;140
123288;PuenteAlto;4;2;110;110
79701;ElBosque;3;1;80;66
390027;LasCondes;4;2;140;268
128269;PadreHurtado;3;2;62;100
156897;Maipú;3;1;63;156
178082;Lampa;4;3;88;200
120797;LaFlorida;3;2;76;135
224159;Conchalí;5;2;130;296
277008;IsladeMaipo;4;3;125;300
567313;Colina;4;3;140;514
255293;Peñalolén;4;2;100;234
84682;Quilicura;3;1;65;120
280199;PedroAguirreCerda;5;2;145;285
281130;PedroAguirreCerda;5;2;145;285
180573;Maipú;6;4;195;195
181185;Maipú;6;4;195;195
250415;Quilicura;3;2;77;128
122042;Quilicura;2;1;140;83
771191;LasCondes;4;3;154;224
485679;Conchalí;3;3;180;800
109589;Maipú;3;1;86;98
97507;Buin;3;1;44;76
69738;PuenteAlto;3;1;42;42
296953;Quilicura;3;2;178;216
115816;PuenteAlto;3;1;80;120
360897;PuenteAlto;5;4;140;370
258393;PuenteAlto;5;3;170;198
167978;PadreHurtado;3;2;68;100
367424;Melipilla;8;5;470;5600
219390;LaFlorida;4;2;103;194
77210;Colina;4;1;90;110
168421;Recoleta;1;2;70;70
100166;Recoleta;1;1;35;42
250415;PuenteAlto;5;3;140;205
171843;PuenteAlto;3;2;111;136
199446;Peñaflor;3;3;94;120
199446;Peñaflor;3;3;94;140
93400;LaFlorida;4;3;97;144
168120;PuenteAlto;4;3;72;138
878492;Colina;5;7;336;5000
1307478;LaReina;5;5;383;2180
620055;Colina;4;4;225;430
1307478;LaReina;5;5;383;2180
104608;PuenteAlto;3;1;61;81
740166;PuenteAlto;3;3;458;600
305374;LaFlorida;4;2;123;361
460772;LasCondes;6;3;184;287
288088;EstaciónCentral;7;3;148;140
75346;Renca;2;1;66;102
189252;PuenteAlto;5;3;105;118
686537;Colina;3;3;170;674
412188;Conchalí;3;2;150;800
103362;Buin;3;2;96;110
234903;LasCondes;2;1;50;170
113463;PuenteAlto;4;2;134;128
881994;LoBarnechea;4;4;205;320
193026;Independencia;7;2;140;130
141163;Buin;3;2;60;120
611634;LasCondes;4;5;136;338
202859;Independencia;4;2;120;80
155666;CerroNavia;3;0;130;192
99501;SanBernardo;2;1;118;118
74720;SanBernardo;5;1;109;168
135180;Maipú;3;2;88;97
86427;Buin;3;1;50;86
59834;Maipú;2;1;55;55
660387;LasCondes;5;4;211;528
181717;Maipú;3;1;200;200
181717;Cerrillos;5;1;350;350
189290;Maipú;3;2;75;124
319113;Buin;4;3;110;202
219054;PuenteAlto;4;3;120;170
908587;Ñuñoa;6;5;259;425
242839;Santiago;3;1;180;197
487091;Colina;6;5;220;5000
487091;Colina;6;5;220;5000
186800;PedroAguirreCerda;4;2;115;200
305106;Paine;4;3;200;800
296389;Cerrillos;5;1;110;363
95890;Buin;2;1;45;85
87173;Buin;3;1;49;82
174346;Buin;3;2;65;117
99626;Buin;2;1;51;98
1174514;LoBarnechea;4;4;270;400
456509;LasCondes;3;2;80;240
398892;SanMiguel;6;3;166;166
193026;SanMiguel;5;1;200;200
180573;SanJoaquín;3;2;107;107
78456;SanBernardo;3;2;55;58
105853;LaGranja;2;1;47;47
115816;LaGranja;3;1;102;121
185554;LaGranja;5;4;140;170
261052;LaFlorida;3;2;111;111
476454;Curacaví;5;7;180;380
421052;Colina;4;3;300;5000
59776;LaFlorida;3;1;102;54
793351;LasCondes;4;4;210;500
236613;Cerrillos;4;1;90;575
108587;SanBernardo;2;1;62;62
172853;Buin;3;3;75;75
310249;Buin;4;3;100;100
540720;LaReina;7;2;233;550
98381;QuintaNormal;2;1;68;87
168120;PuenteAlto;4;2;73;73
80946;Colina;5;2;87;92
105853;CerroNavia;4;1;90;95
709141;Peñalolén;5;5;187;837
172853;Colina;3;3;80;190
68493;Maipú;3;1;80;100
655955;Ñuñoa;6;4;140;311
381163;Ñuñoa;4;2;150;190
421052;Ñuñoa;5;3;103;184
576177;Ñuñoa;7;7;370;400
292403;Recoleta;4;1;90;558
598337;LasCondes;3;3;120;433
1329639;LasCondes;8;3;477;922
112080;Buin;3;0;62;130
1980075;LasCondes;6;7;1300;1300
394460;LaReina;4;2;117;277
381163;LoBarnechea;6;4;120;700
234903;LaFlorida;3;3;82;177
753019;LoBarnechea;5;4;140;400
576133;Peñalolén;5;3;165;340
819944;LaReina;6;5;218;440
815512;Colina;5;5;222;508
797340;Colina;4;3;245;650
837672;Peñalolén;4;4;200;625
74720;Quilicura;4;1;70;62
1174514;LoBarnechea;4;3;189;517
350581;Recoleta;5;2;138;351
217618;Quilicura;3;3;94;140
678116;LasCondes;3;2;136;308
323545;LaFlorida;4;3;135;184
966204;LasCondes;6;5;276;436
2127422;LasCondes;4;4;488;488
1373960;LaReina;5;4;240;240
105853;LaFlorida;3;1;76;89
173101;LaFlorida;3;1;84;160
168120;Maipú;3;1;72;171
724653;Santiago;3;3;140;140
655556;Santiago;6;3;350;525
172853;Recoleta;4;2;114;230
123213;PuenteAlto;3;1;72;112
83767;Peñaflor;2;1;60;80
108144;Maipú;3;2;65;60
145817;Lampa;3;3;90;167
113019;Independencia;3;1;93;90
170016;Cerrillos;5;2;140;275
149584;Pudahuel;4;2;140;140
319113;Huechuraba;3;3;140;200
174346;Santiago;2;1;231;181
68493;SanRamón;3;1;80;276
149440;PuenteAlto;4;2;98;133
168120;PuenteAlto;3;2;65;102
84682;PuenteAlto;2;1;45;45
161893;PuenteAlto;3;2;80;110
93400;Pudahuel;4;1;50;87
150692;Cerrillos;3;2;60;145
186800;Providencia;2;2;51;51
149440;LaFlorida;2;2;0;0
160648;PadreHurtado;3;3;72;156
342382;LaReina;3;3;95;95
109589;Pudahuel;4;2;85;100
186800;Maipú;3;2;58;140
199253;Maipú;6;2;120;160
95890;Maipú;4;1;72;100
161893;Maipú;4;2;120;160
171523;Maipú;3;3;66;118
199253;Maipú;3;3;90;180
119552;LaFlorida;4;2;86;134
1883655;LaReina;4;3;4307;4307
560399;QuintaNormal;8;5;0;0
236613;Maipú;5;3;150;200
82192;Maipú;3;2;0;0
118306;Maipú;3;2;80;128
99626;Maipú;2;1;0;0
149440;Maipú;3;1;0;0
155666;Maipú;4;2;130;198
149440;Macul;5;2;0;0
642659;Providencia;4;4;220;351
611634;LasCondes;4;4;156;320
68698;Santiago;3;1;78;78
119047;Buin;3;1;89;110
171789;Buin;3;3;81;201
704709;LasCondes;3;2;94;577
545152;Colina;6;5;268;6924
132521;SanBernardo;3;1;0;0
100875;Paine;3;1;70;70
65463;Paine;4;2;60;60
99900;Paine;2;1;52;52
201662;Quilicura;3;2;88;128
493296;Providencia;4;2;120;355
87173;LoEspejo;3;1;70;70
130760;Recoleta;2;1;0;0
151930;PuenteAlto;3;1;0;0
164384;LaFlorida;3;1;60;60
79701;LaFlorida;2;1;0;0
697385;CaleradeTango;6;4;0;0
496399;Providencia;3;2;139;187
188045;LaFlorida;4;3;100;175
172853;SanBernardo;4;1;93;223
597894;LaReina;4;4;139;241
190803;PuenteAlto;3;2;110;200
261496;EstaciónCentral;3;2;150;150
56040;LaPintana;1;1;40;102
153130;Quilicura;3;3;98;98
62267;Paine;4;1;117;117
173724;Buin;4;2;80;80
93400;Buin;4;2;130;130
149440;Buin;4;3;130;200
435866;Buin;3;1;98;560
236613;Buin;3;3;100;412
149440;PuenteAlto;3;2;70;154
66002;PuenteAlto;3;1;70;90
285872;LaGranja;4;2;240;640
487534;Ñuñoa;4;2;80;200
232244;PuenteAlto;4;3;130;153
1041550;LasCondes;4;5;250;360
930747;LasCondes;4;4;206;206
