price_usd;comuna;habitaciones;banio;area_construida;area_total
198630;PuenteAlto;5;3;120;149
83324;PuenteAlto;4;2;87;90
292653;PuenteAlto;4;3;114;500
283169;PuenteAlto;3;2;94;283
97773;PuenteAlto;3;1;55;80
130881;PuenteAlto;3;1;140;85
192443;PuenteAlto;4;2;134;205
509695;PuenteAlto;2;1;305;654
105853;PuenteAlto;3;2;67;117
116438;PuenteAlto;5;2;47;80
112080;PuenteAlto;3;1;58;105
80946;PuenteAlto;4;2;65;80
118306;PuenteAlto;3;2;60;100
99626;PuenteAlto;2;1;70;80
217933;PuenteAlto;4;2;110;220
252631;PuenteAlto;4;3;90;220
248199;PuenteAlto;4;3;116;209
93400;PuenteAlto;4;2;100;100
85928;PuenteAlto;3;1;60;92
87173;PuenteAlto;3;1;78;90
97108;PuenteAlto;4;1;80;80
93400;PuenteAlto;4;1;88;72
130305;PuenteAlto;5;1;80;85
161893;PuenteAlto;3;2;119;129
99626;PuenteAlto;4;1;100;90
78456;PuenteAlto;2;1;55;75
207970;PuenteAlto;3;2;121;250
144044;PuenteAlto;3;2;60;125
211706;PuenteAlto;3;3;90;167
105853;PuenteAlto;3;1;120;74
84166;PuenteAlto;3;1;67;68
106371;PuenteAlto;3;1;75;125
168120;PuenteAlto;3;2;72;120
112080;PuenteAlto;2;1;90;90
122042;PuenteAlto;5;2;104;104
84682;PuenteAlto;2;1;52;100
140055;PuenteAlto;3;1;75;150
87173;PuenteAlto;3;1;75;77
359002;PuenteAlto;5;4;160;350
53549;PuenteAlto;1;2;50;70
97136;PuenteAlto;3;1;65;83
149440;PuenteAlto;3;2;74;118
118306;PuenteAlto;3;1;75;123
112080;PuenteAlto;2;1;45;80
99626;PuenteAlto;2;1;50;144
217933;PuenteAlto;3;2;80;162
99626;PuenteAlto;3;1;54;62
87173;PuenteAlto;2;1;45;54
186800;PuenteAlto;3;3;76;133
120797;PuenteAlto;4;2;90;250
208310;PuenteAlto;3;2;100;120
217933;PuenteAlto;4;2;140;229
70984;PuenteAlto;2;1;48;70
199253;PuenteAlto;5;3;117;120
149440;PuenteAlto;3;2;93;137
87173;PuenteAlto;2;1;49;79
146949;PuenteAlto;3;2;57;149
211706;PuenteAlto;5;1;90;403
143213;PuenteAlto;3;2;120;128
66002;PuenteAlto;3;1;50;63
84210;PuenteAlto;2;1;62;62
68493;PuenteAlto;3;2;64;69
240349;PuenteAlto;4;2;114;242
199446;PuenteAlto;3;2;89;115
81108;PuenteAlto;3;1;65;80
93400;PuenteAlto;3;1;80;162
120797;PuenteAlto;3;2;80;100
100255;PuenteAlto;2;1;53;74
221606;PuenteAlto;3;3;120;215
143213;PuenteAlto;4;2;;
199446;PuenteAlto;4;3;96;148
137396;PuenteAlto;3;1;54;120
199446;PuenteAlto;3;2;75;142
74720;PuenteAlto;3;1;50;80
252631;PuenteAlto;4;3;122;136
219054;PuenteAlto;4;3;120;170
178082;PuenteAlto;3;3;83;123
298879;PuenteAlto;4;2;110;350
104548;PuenteAlto;2;1;54;90
64757;PuenteAlto;2;1;54;75
87173;PuenteAlto;3;1;70;75
124533;PuenteAlto;3;1;86;110
190582;PuenteAlto;3;2;58;176
230386;PuenteAlto;3;2;90;116
305106;PuenteAlto;4;3;114;360
288088;PuenteAlto;3;2;135;180
93400;PuenteAlto;2;1;45;90
163989;PuenteAlto;3;1;90;120
89664;PuenteAlto;2;;66;81
110803;PuenteAlto;2;1;43;126
211706;PuenteAlto;4;3;110;130
211706;PuenteAlto;5;3;113;142
80946;PuenteAlto;3;1;56;108
84682;PuenteAlto;3;1;62;61
167534;PuenteAlto;3;3;70;93
109589;PuenteAlto;3;1;64;150
195900;PuenteAlto;3;2;65;199
255293;PuenteAlto;4;3;250;250
87173;PuenteAlto;3;1;48;90
66002;PuenteAlto;3;1;110;80
84682;PuenteAlto;3;2;60;87
69116;PuenteAlto;2;1;52;71
118306;PuenteAlto;3;1;70;80
102117;PuenteAlto;2;1;5278;8154
95890;PuenteAlto;2;1;59;72
114570;PuenteAlto;6;2;;
186800;PuenteAlto;3;3;80;120
186800;PuenteAlto;3;2;78;166
121420;PuenteAlto;2;1;75;144
180573;PuenteAlto;4;3;148;123
363435;PuenteAlto;3;3;320;140
88643;PuenteAlto;2;1;51;61
110834;PuenteAlto;4;2;102;114
190535;PuenteAlto;3;3;84;135
155666;PuenteAlto;5;2;80;113
186800;PuenteAlto;3;2;;180
174346;PuenteAlto;4;3;160;153
292521;PuenteAlto;3;2;118;241
99502;PuenteAlto;3;2;71;91
107098;PuenteAlto;2;1;63;73
182293;PuenteAlto;3;2;136;152
68493;PuenteAlto;2;1;44;66
120797;PuenteAlto;3;2;;
;PuenteAlto;3;2;74;190
64757;PuenteAlto;2;1;65;100
105853;PuenteAlto;2;2;56;110
100872;PuenteAlto;2;1;50;55
261519;PuenteAlto;6;3;177;298
136986;PuenteAlto;3;2;70;117
143213;PuenteAlto;3;2;85;185
84682;PuenteAlto;2;1;54;80
149440;PuenteAlto;6;3;120;130
;PuenteAlto;4;3;90;182
91532;PuenteAlto;4;2;;
182249;PuenteAlto;3;2;80;114
226881;PuenteAlto;3;2;89;181
199751;PuenteAlto;3;1;62;133
92154;PuenteAlto;2;1;80;80
186800;PuenteAlto;3;2;;
161893;PuenteAlto;3;2;61;180
217933;PuenteAlto;2;2;;175
105853;PuenteAlto;3;1;90;120
80946;PuenteAlto;3;1;58;58
193026;PuenteAlto;3;3;68;116
108344;PuenteAlto;3;1;51;70
248199;PuenteAlto;5;3;119;209
193026;PuenteAlto;4;2;;135
83437;PuenteAlto;4;2;;
193026;PuenteAlto;3;1;;
205479;PuenteAlto;3;1;110;338
136986;PuenteAlto;6;2;60;140
110834;PuenteAlto;2;1;80;100
217933;PuenteAlto;4;2;132;187
102117;PuenteAlto;3;1;52;81
62267;PuenteAlto;2;1;53;66
79701;PuenteAlto;4;1;60;55
121884;PuenteAlto;3;2;84;140
97136;PuenteAlto;3;1;71;84
319291;PuenteAlto;3;3;170;240
317559;PuenteAlto;4;3;190;360
235367;PuenteAlto;3;2;140;220
;PuenteAlto;4;3;125;300
376731;PuenteAlto;6;2;195;780
297634;PuenteAlto;3;3;140;200
199446;PuenteAlto;3;1;54;189
87173;PuenteAlto;2;1;;54
101939;PuenteAlto;2;1;41;95
102117;PuenteAlto;3;1;89;91
221163;PuenteAlto;4;2;125;148
56040;PuenteAlto;3;1;33;62
118306;PuenteAlto;4;1;220;150
122042;PuenteAlto;3;2;95;110
199253;PuenteAlto;3;3;75;200
105853;PuenteAlto;4;2;132;130
93400;PuenteAlto;3;1;65;80
180573;PuenteAlto;3;2;73;185
212742;PuenteAlto;4;3;90;182
180448;PuenteAlto;3;3;83;123
9307;PuenteAlto;3;1;;68
122042;PuenteAlto;3;1;56;92
105853;PuenteAlto;5;2;130;168
100249;PuenteAlto;2;1;68;86
311333;PuenteAlto;4;3;;240
87490;PuenteAlto;3;2;65;100
;PuenteAlto;3;3;90;183
153051;PuenteAlto;2;2;65;120
202864;PuenteAlto;3;2;70;146
192798;PuenteAlto;3;2;;199
153176;PuenteAlto;3;2;80;250
108344;PuenteAlto;2;2;70;120
226650;PuenteAlto;4;3;;
155666;PuenteAlto;4;2;120;121
112080;PuenteAlto;3;2;65;85
155666;PuenteAlto;5;2;;131
195014;PuenteAlto;4;3;110;146
163989;PuenteAlto;3;2;65;134
145704;PuenteAlto;3;2;88;80
155666;PuenteAlto;3;2;80;188
93400;PuenteAlto;2;1;56;80
168120;PuenteAlto;5;2;120;150
139477;PuenteAlto;3;1;1;1
124533;PuenteAlto;2;1;84;130
161893;PuenteAlto;4;3;84;120
193026;PuenteAlto;3;2;70;177
193026;PuenteAlto;3;3;84;120
112080;PuenteAlto;3;1;66;100
230386;PuenteAlto;4;3;;
180573;PuenteAlto;3;2;;
184309;PuenteAlto;3;2;188;188
136986;PuenteAlto;3;2;80;90
155666;PuenteAlto;5;3;100;128
155666;PuenteAlto;3;3;87;90
99102;PuenteAlto;2;1;;76
330681;PuenteAlto;4;3;;240
204857;PuenteAlto;3;2;94;167
99626;PuenteAlto;2;1;75;100
93400;PuenteAlto;2;1;90;110
94645;PuenteAlto;3;2;90;110
93400;PuenteAlto;2;1;90;110
311333;PuenteAlto;4;2;196;750
93400;Quilicura;2;2;70;78
229584;Quilicura;3;2;90;149
282690;Quilicura;5;3;178;216
259280;Quilicura;3;2;145;247
81994;Quilicura;2;1;80;56
109589;Quilicura;3;2;85;90
211706;Quilicura;3;1;87;350
158157;Quilicura;3;2;66;140
230386;Quilicura;4;3;110;149
136953;Quilicura;3;;;0
261519;Quilicura;3;2;134;194
93400;Quilicura;3;1;70;80
100872;Quilicura;2;1;55;0
130760;Quilicura;4;3;115;170
259280;Quilicura;3;3;90;167
84682;Quilicura;2;1;68;70
210526;Quilicura;4;;123;135
84682;Quilicura;3;1;65;120
250415;Quilicura;3;2;77;128
122042;Quilicura;2;1;140;83
296953;Quilicura;3;2;178;216
74720;Quilicura;4;1;70;62
217618;Quilicura;3;3;94;140
201662;Quilicura;3;2;88;128
153130;Quilicura;3;3;98;98
97136;Quilicura;2;1;53;75
97507;Quilicura;2;1;50;69
141843;Quilicura;4;2;90;130
149440;Quilicura;3;1;80;350
182939;Quilicura;4;2;100;120
208310;Quilicura;4;2;90;130
134028;Quilicura;5;2;100;100
105729;Quilicura;3;2;62;88
99502;Quilicura;2;1;60;95
373599;Quilicura;3;2;120;263
301385;Quilicura;3;3;111;242
199446;Quilicura;3;3;92;128
197230;Quilicura;4;3;114;178
331967;Quilicura;4;2;130;252
101629;Quilicura;4;2;95;100
323545;Quilicura;3;3;177;216
150692;Quilicura;4;2;80;150
177241;Quilicura;3;3;104;125
199446;Quilicura;3;2;70;128
211706;Quilicura;3;1;87;350
224159;Quilicura;5;3;170;194
136986;Quilicura;3;3;77;114
87173;Quilicura;2;1;52;71
83437;Quilicura;3;1;70;63
212521;Quilicura;4;2;100;129
98381;Quilicura;2;11;47;89
149440;Quilicura;2;2;101;140
130760;Quilicura;4;2;120;96
99626;Quilicura;2;1;63;98
146260;Quilicura;3;3;90;120
177285;Quilicura;4;2;129;123
211706;Quilicura;3;3;150;110
217933;Quilicura;4;3;98;117
186800;Quilicura;4;3;95;142
195517;Quilicura;3;3;85;103
155666;Quilicura;3;3;80;85
156912;Quilicura;4;2;180;57
163989;Quilicura;3;1;65;82
203878;Quilicura;4;2;105;120
155666;Quilicura;3;3;77;90
88332;Quilicura;3;2;60;97
281440;Quilicura;4;3;120;200
141828;Quilicura;3;2;120;225
274792;Quilicura;5;3;160;250
154681;Quilicura;3;3;82;112
350138;Quilicura;4;3;147;397
106814;Quilicura;2;1;54;70
180573;Quilicura;3;3;88;120
118306;Quilicura;4;1;90;105
195014;Quilicura;3;2;103;137
150692;Quilicura;4;3;88;95
257064;Quilicura;4;2;120;245
135180;Quilicura;1;1;140;70
84682;Quilicura;6;2;56;100
257507;Quilicura;4;3;100;144
106371;Quilicura;3;2;102;75
90908;Quilicura;3;1;62;80
221606;Quilicura;3;2;65;145
312465;Quilicura;5;3;154;175
224035;Quilicura;4;2;100;130
97136;Quilicura;3;1;69;100
115235;Quilicura;4;2;65;90
183933;Quilicura;4;2;80;125
153130;Quilicura;3;3;98;98
195014;Quilicura;3;2;77;137
279224;Quilicura;3;;135;200
108344;Quilicura;4;2;100;80
242839;Quilicura;3;2;130;180
149440;Quilicura;3;3;100;122
149440;Quilicura;4;2;74;87
176399;Quilicura;2;2;72;192
137396;Quilicura;3;1;51;126
99626;Quilicura;3;2;60;120
108344;Quilicura;2;1;85;100
112080;Quilicura;4;2;66;90
180573;Quilicura;3;3;88;120
118306;Quilicura;3;1;90;105
149440;Quilicura;3;3;85;85
112080;Quilicura;4;2;67;78
172853;Quilicura;3;3;78;121
87173;Quilicura;2;1;60;80
93400;Quilicura;2;2;52;67
243767;Quilicura;4;3;113;115
90909;Quilicura;5;2;60;70
93400;Quilicura;3;1;80;80
180573;Quilicura;3;2;77;114
99626;Quilicura;3;2;46;87
98381;Quilicura;3;2;85;80
72229;Quilicura;2;1;56;56
271202;Quilicura;4;3;95;110
99614;Quilicura;1;1;140;160
110803;Quilicura;3;2;87;98
105853;Quilicura;2;2;75;100
252631;Quilicura;3;2;98;191
158094;Quilicura;3;2;91;80
161893;Quilicura;3;3;80;140
89664;Quilicura;5;1;79;97
211235;Quilicura;3;2;87;116
119756;Quilicura;3;1;86;96
273817;Quilicura;5;4;149;200
95641;Quilicura;2;1;53;84
161893;Quilicura;3;2;82;122
94645;Quilicura;3;2;80;150
230386;Quilicura;3;3;87;203
149440;Quilicura;3;2;65;85
259280;Quilicura;3;2;167;247
97507;Quilicura;3;1;70;89
199446;Quilicura;4;2;120;165
93075;Quilicura;2;1;52;78
159402;Quilicura;6;2;77;120
170637;Quilicura;3;2;70;100
179989;Quilicura;3;1;57;178
252188;Quilicura;3;3;106;140
105853;Quilicura;3;3;70;84
272576;Quilicura;3;3;117;192
288088;Quilicura;3;3;145;200
288088;Quilicura;5;3;145;200
101053;Quilicura;3;1;51;57
106814;Quilicura;4;1;82;83
247756;Quilicura;4;3;108;231
305817;Quilicura;5;4;175;154
199446;Quilicura;5;2;120;192
143213;Quilicura;3;2;68;84
143213;Quilicura;3;1;78;80
622665;Quilicura;3;1;200;1300
217933;Quilicura;3;3;101;144
118306;Quilicura;2;2;69;80
173101;Quilicura;3;3;60;166
80946;Quilicura;2;1;;
143213;Quilicura;4;1;84;178
118306;Quilicura;3;1;56;138
288088;Quilicura;3;2;114;153
102117;Quilicura;3;1;60;80
149440;Quilicura;3;3;89;110
97136;Quilicura;3;1;65;76
187036;Quilicura;4;2;90;120
259723;Quilicura;3;2;64;113
133250;Quilicura;3;1;83;99
76588;Quilicura;2;1;47;63
92011;Quilicura;2;1;58;65
242839;Quilicura;3;2;125;140
199253;Quilicura;4;2;125;350
87173;Quilicura;2;1;58;65
509695;QuintaNormal;7;4;384;732
164384;QuintaNormal;4;1;69;200
186800;QuintaNormal;2;1;96;247
332410;QuintaNormal;4;3;198;354
252631;QuintaNormal;6;2;299;390
243767;QuintaNormal;4;2;150;200
124533;QuintaNormal;4;1;80;80
280554;QuintaNormal;4;3;172;341
153195;QuintaNormal;4;2;170;150
257064;QuintaNormal;6;2;;
98381;QuintaNormal;2;1;68;87
560399;QuintaNormal;8;5;;
176842;QuintaNormal;3;1;107;135
95734;QuintaNormal;3;1;68;48
311333;QuintaNormal;5;2;109;285
186800;QuintaNormal;4;2;165;210
338730;QuintaNormal;5;5;209;400
230386;QuintaNormal;3;1;94;357
684932;QuintaNormal;4;2;475;475
454545;QuintaNormal;4;2;423;423
155666;QuintaNormal;3;1;76;204
176842;QuintaNormal;2;1;107;134
454545;QuintaNormal;4;2;142;423
119667;QuintaNormal;7;2;170;200
95291;QuintaNormal;3;1;49;49
130760;QuintaNormal;3;1;111;160
168120;QuintaNormal;3;2;120;210
338730;QuintaNormal;5;5;209;400
243767;QuintaNormal;4;2;150;200
259280;QuintaNormal;7;3;250;310
238803;QuintaNormal;3;1;115;298
319113;QuintaNormal;8;2;264;144
105853;QuintaNormal;2;1;60;120
248941;QuintaNormal;2;1;;500
465374;QuintaNormal;4;3;226;678
161893;QuintaNormal;6;2;130;222
1108032;QuintaNormal;4;2;217;1299
591532;QuintaNormal;5;2;381;1632
278781;QuintaNormal;3;2;129;462
99626;QuintaNormal;3;1;60;194
412188;QuintaNormal;4;4;160;300
199253;QuintaNormal;4;2;213;215
348692;QuintaNormal;9;3;475;475
434349;QuintaNormal;4;4;150;300
149440;QuintaNormal;4;2;75;80
199446;QuintaNormal;4;2;130;200
205208;QuintaNormal;3;1;147;300
137396;QuintaNormal;3;2;70;110
443213;QuintaNormal;5;4;168;440
186800;QuintaNormal;1;1;40;250
274792;QuintaNormal;6;3;240;200
230386;QuintaNormal;4;2;185;185
176842;QuintaNormal;3;2;128;253
249066;QuintaNormal;5;1;132;350
560399;QuintaNormal;6;4;200;400
348692;QuintaNormal;9;3;122;475
373599;QuintaNormal;4;2;144;680
164384;QuintaNormal;4;1;102;202
273973;QuintaNormal;3;;110;110
170610;QuintaNormal;4;2;80;100
224159;QuintaNormal;8;1;100;442
112080;QuintaNormal;3;1;112;168
311333;QuintaNormal;5;2;109;285
572852;QuintaNormal;6;6;341;606
336239;QuintaNormal;4;2;217;415
747198;QuintaNormal;3;1;80;300
149440;QuintaNormal;4;2;80;75
273973;QuintaNormal;5;2;210;410
306570;QuintaNormal;4;2;190;145
186800;QuintaNormal;5;2;150;180
118306;QuintaNormal;4;1;80;103
224159;QuintaNormal;2;2;65;400
161893;QuintaNormal;4;2;190;145
267746;QuintaNormal;5;3;300;321
365651;QuintaNormal;4;3;198;354
112080;QuintaNormal;3;2;116;104
173101;Recoleta;6;2;140;0
199253;Recoleta;6;3;;250
178082;Recoleta;4;2;160;300
155666;Recoleta;4;2;100;245
232997;Recoleta;3;1;273;273
286426;Recoleta;3;2;180;254
271482;Recoleta;4;2;200;260
105853;Recoleta;2;2;67;66
180573;Recoleta;5;2;200;290
252188;Recoleta;5;3;235;280
376731;Recoleta;13;;350;198
376731;Recoleta;13;;350;198
731656;Recoleta;7;6;203;378
168421;Recoleta;1;2;70;70
100166;Recoleta;1;1;35;42
292403;Recoleta;4;1;90;558
350581;Recoleta;5;2;138;351
172853;Recoleta;4;2;114;230
130760;Recoleta;2;1;;
261496;Recoleta;6;2;170;178
311333;Recoleta;3;1;100;500
118306;Recoleta;4;2;75;171
298879;Recoleta;4;2;295;295
157518;Recoleta;3;1;74;162
190582;Recoleta;6;3;225;324
118338;Recoleta;3;1;112;80
373599;Recoleta;3;1;64;390
152643;Recoleta;3;1;100;146
932752;Recoleta;5;2;876;876
117061;Recoleta;4;1;110;154
311333;Recoleta;3;1;100;500
272886;Recoleta;6;2;120;120
734803;Recoleta;5;2;207;467
109589;Recoleta;2;1;45;71
157341;Recoleta;7;4;133;190
271482;Recoleta;4;2;200;260
932752;Recoleta;5;2;177;876
261519;Recoleta;5;2;181;252
222914;Recoleta;4;3;243;170
226039;Recoleta;5;3;220;280
124533;Recoleta;4;1;96;207
886426;Recoleta;9;9;367;383
158157;Recoleta;3;1;97;190
149427;Recoleta;7;3;190;190
265928;Recoleta;3;1;108;185
221606;Recoleta;3;1;108;185
94316;Recoleta;3;1;42;60
660387;Recoleta;8;4;206;1041
115235;Recoleta;3;1;36;48
311333;Recoleta;6;2;170;189
152908;Recoleta;2;2;90;140
226039;Recoleta;5;3;220;280
180573;Recoleta;4;2;116;240
236613;Recoleta;5;2;180;300
124533;Recoleta;4;1;100;211
183064;Recoleta;4;2;190;200
183064;Recoleta;4;2;190;200
245330;Recoleta;9;8;199;180
397562;Recoleta;4;2;57;347
311333;Recoleta;3;2;100;800
178705;Recoleta;8;4;72;180
571745;Recoleta;4;3;260;465
161893;Recoleta;3;2;59;220
137706;Recoleta;4;2;84;173
815512;Recoleta;6;5;360;265
487091;Recoleta;4;3;177;271
180573;Recoleta;3;1;90;200
273973;Recoleta;3;1;120;259
155125;Recoleta;4;2;100;151
136986;Recoleta;6;2;168;124
165318;Recoleta;4;2;128;128
146260;Recoleta;4;2;103;128
153176;Recoleta;4;2;115;182
460772;Recoleta;6;2;205;602
341274;Recoleta;9;5;318;483
447645;Recoleta;5;3;228;558
175512;Recoleta;7;2;207;300
149427;Recoleta;7;3;133;190
173101;Recoleta;3;1;83;111
143213;Recoleta;3;2;74;180
105853;Recoleta;4;1;51;152
273973;Recoleta;5;3;152;300
660387;Recoleta;8;4;294;1040
144487;Recoleta;6;2;200;200
256177;Recoleta;5;1;106;278
273973;Recoleta;4;1;123;289
174346;Renca;5;3;;120
168120;Renca;3;3;83;120
77210;Renca;2;1;42;190
149440;Renca;4;2;180;250
75346;Renca;2;1;66;102
86427;Renca;2;1;50;62
149440;Renca;3;2;63;113
118306;Renca;3;2;125;165
224159;Renca;3;1;100;450
116936;Renca;4;1;129;175
105853;Renca;3;1;92;123
105853;Renca;4;1;40;127
155125;Renca;2;3;73;128
149427;Renca;3;1;150;100
102825;Renca;3;1;67;104
180573;Renca;5;2;165;155
211058;Renca;8;2;258;236
85928;Renca;4;1;98;100
143213;Renca;3;3;80;130
107098;Renca;5;2;106;107
124533;Renca;6;2;90;128
87173;Renca;3;1;54;54
79778;Renca;3;1;50;70
165629;Renca;3;3;63;63
286426;Renca;4;2;200;504
124533;Renca;7;3;154;210
168120;Renca;3;2;104;190
165629;Renca;3;2;82;122
168120;Renca;2;1;72;185
174346;Renca;3;3;80;120
226039;Renca;3;3;106;195
168120;Renca;2;1;72;185
56040;Renca;2;1;30;100
118306;Renca;2;1;60;72
136986;Renca;3;2;108;156
161893;Renca;4;2;89;221
139477;Renca;3;2;114;162
205479;Renca;4;2;90;100
83437;Renca;3;1;56;120
120332;Renca;2;1;75;71
92154;Renca;4;1;64;109
149440;Renca;5;2;140;119
201485;Renca;3;1;90;348
236613;Renca;4;2;90;110
145704;Renca;4;2;95;128
175956;Renca;3;2;70;93
224159;Renca;6;3;160;220
114570;Renca;3;1;50;129
176266;Renca;2;2;66;101
141828;Renca;3;2;67;140
201219;Renca;6;2;160;350
225994;Renca;5;2;116;115
77210;Renca;3;2;80;60
242839;Renca;4;3;125;194
149440;Renca;2;1;100;150
98381;Renca;5;2;114;120
174346;Renca;3;3;83;120
78456;Renca;3;1;109;109
82192;Renca;3;1;67;100
165629;Renca;3;2;75;150
127024;Renca;3;2;90;110
199253;Renca;4;1;;315
110834;Renca;4;1;76;130
195014;Renca;3;2;58;194
177285;Renca;5;3;160;250
93400;SanBernardo;3;2;50;88
199253;SanBernardo;3;2;91;268
81108;SanBernardo;3;1;52;75
169365;SanBernardo;3;3;92;148
99626;SanBernardo;4;3;;
228518;SanBernardo;4;3;108;182
96886;SanBernardo;2;1;78;70
314238;SanBernardo;3;2;83;750
144399;SanBernardo;3;2;63;107
465374;SanBernardo;10;4;200;662
188366;SanBernardo;4;2;85;155
106371;SanBernardo;5;2;98;107
211706;SanBernardo;3;3;140;128
174346;SanBernardo;5;2;120;192
796498;SanBernardo;5;4;257;4700
99723;SanBernardo;3;2;75;80
249066;SanBernardo;3;3;140;128
149806;SanBernardo;4;2;110;200
281440;SanBernardo;4;3;120;310
175069;SanBernardo;4;3;120;140
99501;SanBernardo;2;1;118;118
74720;SanBernardo;5;1;109;168
78456;SanBernardo;3;2;55;58
108587;SanBernardo;2;1;62;62
132521;SanBernardo;3;1;;
172853;SanBernardo;4;1;93;223
629362;SanBernardo;5;3;4500;4500
98381;SanBernardo;4;2;133;133
6758;SanBernardo;2;1;63;63
146949;SanBernardo;3;3;67;67
87756;SanBernardo;3;1;73;62
190582;SanBernardo;4;3;105;200
186149;SanBernardo;4;2;99;175
105853;SanBernardo;5;1;108;108
698371;SanBernardo;6;3;190;511
310249;SanBernardo;4;4;98;260
146925;SanBernardo;3;3;120;190
193026;SanBernardo;3;3;100;200
105853;SanBernardo;7;3;100;130
159402;SanBernardo;4;3;98;105
6758;SanBernardo;2;1;63;63
629362;SanBernardo;5;3;4500;4500
89307;SanBernardo;2;1;80;81
143213;SanBernardo;4;2;84;208
478670;SanBernardo;6;3;923;923
199253;SanBernardo;5;3;70;120
149440;SanBernardo;4;2;99;147
242839;SanBernardo;5;2;148;306
110336;SanBernardo;3;2;90;160
131812;SanBernardo;4;2;122;104
74720;SanBernardo;3;2;60;100
78456;SanBernardo;3;1;50;118
80946;SanBernardo;5;2;75;105
80946;SanBernardo;3;1;50;118
168120;SanBernardo;5;2;152;152
99626;SanBernardo;2;1;;
87173;SanBernardo;3;1;;
159402;SanBernardo;3;2;87;95
98381;SanBernardo;3;2;70;92
192403;SanBernardo;3;3;110;160
186800;SanBernardo;3;2;;
115816;SanBernardo;2;1;70;160
185056;SanBernardo;3;2;110;220
77210;SanBernardo;2;1;52;80
161893;SanBernardo;5;1;150;220
123288;SanBernardo;3;2;75;130
70984;SanBernardo;4;1;83;94
273350;SanBernardo;5;3;145;150
181717;SanBernardo;3;2;74;128
108587;SanBernardo;3;2;90;48
155666;SanBernardo;6;2;220;135
92777;SanBernardo;3;2;126;101
191283;SanBernardo;2;1;80;317
165006;SanBernardo;4;3;100;130
359712;SanBernardo;3;3;156;463
205479;SanBernardo;6;2;165;200
180573;SanBernardo;3;2;70;161
18057;SanBernardo;2;1;20;20
130760;SanBernardo;3;2;142;170
98381;SanBernardo;3;2;70;70
74720;SanBernardo;4;1;57;63
105853;SanBernardo;3;1;;
68493;SanBernardo;2;1;55;110
132005;SanBernardo;3;1;60;120
199253;SanBernardo;2;1;;
68493;SanBernardo;3;1;50;70
111582;SanBernardo;3;3;90;170
105853;SanBernardo;2;3;73;132
212329;SanBernardo;4;3;120;160
263712;SanBernardo;3;3;98;197
83437;SanBernardo;4;1;;
97136;SanBernardo;3;2;51;74
199446;SanBernardo;3;3;90;151
88643;SanBernardo;3;2;55;58
80946;SanBernardo;3;1;50;118
108587;SanBernardo;3;2;180;180
128532;SanBernardo;4;2;110;130
177285;SanBernardo;4;3;89;160
141828;SanBernardo;3;2;82;106
166205;SanBernardo;3;2;84;140
191245;SanBernardo;6;2;161;166
138979;SanBernardo;4;2;90;120
204857;SanBernardo;3;3;90;160
102117;SanBernardo;2;1;90;162
70914;SanBernardo;2;1;80;100
146949;SanBernardo;3;1;65;220
80946;SanBernardo;5;1;90;95
79778;SanBernardo;3;1;69;90
274792;SanBernardo;3;3;97;97
80946;SanBernardo;4;2;43;63
79701;SanBernardo;2;1;72;125
92777;SanBernardo;3;1;60;115
192403;SanBernardo;5;3;120;160
139612;SanBernardo;4;2;80;100
132503;SanBernardo;3;2;80;120
81994;SanBernardo;3;2;55;62
96638;SanBernardo;4;2;90;100
128089;SanBernardo;4;2;76;122
85540;SanBernardo;2;1;58;60
157341;SanBernardo;3;2;65;116
155666;SanBernardo;4;2;;
74097;SanBernardo;2;1;52;80
124533;SanBernardo;3;3;80;120
74720;SanBernardo;3;1;78;104
99626;SanBernardo;4;2;44;82
186800;SanBernardo;5;2;207;225
139036;SanBernardo;5;3;90;140
224159;SanBernardo;3;2;74;144
139612;SanBernardo;4;2;80;100
70870;SanBernardo;3;1;60;43
87173;SanBernardo;3;1;72;170
177285;SanBernardo;4;3;90;122
155666;SanBernardo;3;2;90;120
193026;SanBernardo;3;3;;140
208310;SanBernardo;3;2;70;183
212742;SanBernardo;3;3;82;173
80946;SanBernardo;3;1;83;110
132077;SanBernardo;3;1;103;208
181818;SanBernardo;3;3;71;141
124533;SanBernardo;2;2;90;115
182471;SanBernardo;3;;;0
124100;SanBernardo;4;1;73;132
117983;SanBernardo;3;2;88;119
161893;SanBernardo;3;1;138;208
108344;SanBernardo;2;1;100;120
99626;SanBernardo;2;1;85;79
465374;SanBernardo;4;3;120;650
163989;SanBernardo;3;2;68;98
425484;SanBernardo;3;2;144;400
172853;SanBernardo;3;1;93;223
68493;SanBernardo;3;1;42;60
97507;SanBernardo;2;1;50;72
80946;SanBernardo;3;2;81;108
46077;SanBernardo;2;1;42;42
168120;SanBernardo;8;3;342;533
327978;SanBernardo;3;3;157;463
1970525;SanBernardo;3;2;200;12500
136986;SanBernardo;2;1;56;90
221163;SanBernardo;4;3;110;210
452077;SanBernardo;11;8;400;520
68493;SanBernardo;3;1;43;60
177285;SanBernardo;4;3;90;122
83437;SanBernardo;4;2;96;100
80946;SanBernardo;3;1;47;75
93400;SanBernardo;3;2;120;120
89664;SanBernardo;2;1;;
274792;SanBernardo;3;3;122;244
189474;SanBernardo;3;3;81;153
221606;SanBernardo;4;2;98;300
567313;SanBernardo;5;4;138;836
92777;SanBernardo;3;1;65;80
208310;SanBernardo;3;2;117;271
89664;SanBernardo;3;1;53;72
