price_usd;comuna;dorm;bath;built_area;total_area;parqking
1329639;LaReina;6;6;400;620;8
638227;Huechuraba;5;5;234;426;2
99626;PuenteAlto;3;1;72;72;1
146949;SanBernardo;3;1;65;220;
224159;Independencia;4;2;130;147;
174346;CerroNavia;12;;270;480;
130760;Cerrillos;3;1;48;125;
1174514;LasCondes;4;3;380;1000;
881994;Colina;3;4;210;810;
350138;Paine;5;3;250;350;6
273973;PuenteAlto;3;2;120;490;2
78892;PuenteAlto;2;1;67;93;
1192243;Santiago;10;4;364;432;
1152354;Vitacura;3;2;220;479;3
80946;SanBernardo;5;1;90;95;
186149;LaFlorida;3;2;210;110;2
1130193;LasCondes;7;4;260;280;2
485679;Ñuñoa;4;3;131;212;
193026;EstacionCentral;5;2;82;130;
709141;CaleradeTango;5;4;280;5000;3
421052;Providencia;5;2;202;133;
255293;Maipu;4;3;127;230;2
353241;PadreHurtado;3;3;267;134;2
697385;Santiago;1;1;722;355;
112080;SanJoaquín;5;2;83;166;1
336399;Huechuraba;4;4;166;230;2
1861494;Colina;5;5;252;5000;2
203878;Quilicura;4;2;105;120;1
536288;Talagante;4;4;170;5000;2
740166;ElBosque;4;1;129;1176;
146260;LaCisterna;4;1;92;250;2
190582;PuenteAlto;3;2;70;188;3
527423;LasCondes;3;2;110;200;
174346;Ñuñoa;3;2;114;88;
124533;ElBosque;4;2;135;132;1
90909;Cerrillos;4;2;127;101;1
80946;PuenteAlto;3;1;52;110;
566869;Colina;4;4;160;460;2
1980275;LoBarnechea;4;4;358;644;1
704709;Colina;3;3;210;5000;2
217933;Huechuraba;4;4;150;270;3
619612;Colina;3;3;170;400;2
376731;LaFlorida;5;4;140;304;2
271482;Recoleta;4;2;200;260;
465374;LaReina;3;2;145;428;3
1444874;Vitacura;6;5;405;1000;6
211582;Santiago;5;2;162;175;
522991;Peñalolén;2;3;140;410;
128532;LoBarnechea;2;1;75;75;1
72229;Lampa;2;1;42;70;1
319113;QuintaNormal;8;2;264;144;
112080;PuenteAlto;3;2;75;84;1
230386;Maipu;4;2;98;110;2
130760;LaFlorida;3;1;89;158;1
236543;SanJoaquín;4;2;109;252;3
415556;Maipu;7;3;138;450;2
1462603;Colina;5;5;380;2800;
69738;Colina;5;1;38;118;1
522991;Peñalolén;4;3;168;257;2
361146;SanJosédeMaipo;3;3;1690;230;
132005;LaCisterna;2;1;85;175;
597758;LasCondes;3;2;130;306;2
522548;Peñalolén;4;4;140;407;2
655955;LaReina;3;3;155;360;2
598337;Santiago;14;7;540;540;
115235;Talagante;4;1;78;100;2
143213;Maipu;3;2;93;132;
290304;Santiago;4;3;202;332;
212299;Independencia;8;4;174;261;
809465;Santiago;4;2;;;
205479;PadreHurtado;2;1;70;250;
793351;Ñuñoa;6;3;190;588;1
474238;Colina;3;3;230;7900;4
95890;PuenteAlto;4;2;75;112;1
673684;Colina;3;3;190;705;3
197230;Peñaflor;3;2;100;269;2
224159;EstacionCentral;6;1;100;294;
562880;Buin;5;2;210;600;
79778;SanBernardo;3;1;69;90;2
456509;LasCondes;2;2;81;161;2
161893;LaFlorida;3;2;70;187;
52304;Colina;2;1;69;60;
141828;LaFlorida;5;2;96;92;1
354570;Providencia;5;2;137;204;
77833;Pudahuel;2;1;44;58;
514127;Peñalolén;4;3;140;313;3
80946;PuenteAlto;2;1;51;90;
195368;LaFlorida;4;2;337;337;4
77210;Independencia;2;1;42;42;
1817173;LasCondes;5;4;220;806;5
509695;Peñalolén;4;4;180;221;
292653;PuenteAlto;6;4;208;985;6
243767;Buin;2;3;75;199;1
597758;Ñuñoa;4;2;150;200;2
149440;Maipu;3;2;98;197;3
797340;Vitacura;4;4;165;230;2
655955;LaReina;4;3;177;600;6
576177;Ñuñoa;3;2;201;411;3
99626;EstacionCentral;4;1;76;190;
664819;Colina;5;5;173;440;2
64757;PadreHurtado;1;1;25;100;
641772;LoBarnechea;4;3;217;1611;5
966204;Providencia;8;6;330;721;
302271;Independencia;7;6;298;350;2
609418;LasCondes;4;3;144;200;
193649;ElBosque;5;2;140;280;4
274792;SanBernardo;3;3;97;97;2
70361;PuenteAlto;3;1;85;85;
221606;Lampa;3;3;114;160;1
230386;SanJoaquín;2;1;60;160;
66002;ElBosque;2;1;72;80;
1236564;Vitacura;6;5;450;715;3
749030;Santiago;4;4;210;595;
1954569;Huechuraba;4;4;358;591;1
93075;Talagante;2;1;50;100;1
80946;SanBernardo;4;2;43;63;
130760;LaGranja;3;2;74;200;
1285318;LasCondes;6;8;413;1400;6
61021;PadreHurtado;2;1;50;70;
930747;Providencia;5;4;580;580;
105853;QuintaNormal;2;1;60;120;
1684209;LaReina;8;4;270;1150;6
425041;Ñuñoa;7;5;300;576;3
49813;ElBosque;2;1;35;100;
204764;Lampa;3;3;115;160;2
87173;LaPintana;6;6;137;137;
932752;Recoleta;5;2;177;876;6
79701;SanBernardo;2;1;72;125;
92777;SanBernardo;3;1;60;115;1
93400;Colina;3;2;75;95;1
793351;LaReina;5;4;157;350;2
1263157;LoBarnechea;4;3;257;257;3
407756;Ñuñoa;4;2;92;178;2
56040;PuenteAlto;3;1;50;67;
242839;LaGranja;3;2;100;286;
613850;Providencia;4;2;136;200;1
509695;Peñalolén;5;4;140;300;2
421052;LasCondes;4;2;114;240;1
106371;PuenteAlto;3;2;85;85;
731257;Vitacura;3;2;145;263;2
192403;SanBernardo;5;3;120;160;1
209285;Pudahuel;5;2;77;162;
84682;Lampa;3;1;;;1
510087;LaReina;3;2;144;427;1
224159;LoPrado;7;6;300;300;1
97136;LaPintana;3;2;89;97;3
94848;Melipilla;5;1;80;100;1
226039;PuenteAlto;3;3;129;138;2
211706;Independencia;3;1;110;413;
1019390;LaReina;4;3;220;1020;
354570;LaFlorida;4;2;145;450;
311800;Colina;3;2;107;344;
146260;LaFlorida;2;2;84;171;
149427;Renca;3;1;150;100;3
323773;Maipu;4;3;185;149;2
112080;Santiago;3;3;115;69;
100859;PuenteAlto;4;1;72;52;1
760110;LasCondes;4;3;146;375;3
150692;LaFlorida;4;2;122;176;
709141;LasCondes;5;3;250;570;3
206537;Buin;3;2;80;173;3
473225;Maipu;5;3;208;235;
373599;SanMiguel;4;2;150;192;3
1107589;LasCondes;10;3;330;860;
248941;QuintaNormal;2;1;;500;
109589;PuenteAlto;3;1;55;130;3
215845;Santiago;6;1;130;124;
273973;Pudahuel;4;2;140;824;
1063711;Vitacura;5;4;147;465;5
98381;Lampa;2;1;60;132;
130760;Pudahuel;3;2;78;105;1
809465;LaReina;8;4;180;512;5
298879;Santiago;4;2;200;225;
173739;PuenteAlto;3;2;81;178;1
89664;ElMonte;6;1;85;110;2
185554;PuenteAlto;4;3;94;177;1
224159;LasCondes;3;1;70;150;
1267589;Colina;4;4;800;5000;
684932;Santiago;6;2;1000;1000;
168377;LoEspejo;10;5;181;300;3
112080;ElBosque;2;1;49;185;6
247821;ElBosque;3;1;194;456;
975068;LoBarnechea;7;5;420;2200;5
79468;Maipu;3;1;50;100;
193026;Maipu;3;3;86;132;
319113;Santiago;4;2;212;133;
184309;SanJoaquín;3;1;180;225;
186800;Maipu;4;2;120;140;
1325207;Colina;4;4;380;2500;6
122042;Maipu;3;2;86;144;
76488;PuenteAlto;4;2;85;85;1
1329639;Colina;5;4;420;2600;8
193026;Maipu;3;3;142;111;1
160443;PuenteAlto;3;2;93;136;4
133250;Maipu;2;1;50;131;1
473225;CerroNavia;10;5;326;163;
139612;SanBernardo;4;2;80;100;1
124533;LaGranja;4;1;77;170;1
199253;PuenteAlto;4;2;100;139;1
518559;LasCondes;3;3;155;168;
102117;PuenteAlto;3;1;84;84;1
1684209;LoBarnechea;4;7;460;1000;
112080;PuenteAlto;3;2;94;81;
186800;Independencia;4;1;100;250;
170610;PuenteAlto;3;2;77;188;
298867;Maipu;9;4;140;220;1
394460;Independencia;4;2;120;340;2
531856;LasCondes;4;3;160;240;4
442770;Colina;3;3;130;480;4
132503;SanBernardo;3;2;80;120;1
598337;Independencia;3;2;120;300;1
336842;Huechuraba;4;3;117;37;
628476;LasCondes;4;2;102;210;1
155666;Quilicura;3;3;77;90;2
554016;LaReina;3;1;102;418;3
443213;LaCisterna;4;1;100;654;14
305374;Ñuñoa;4;1;80;204;6
398493;SanMiguel;4;1;690;76;3
80946;Maipu;2;1;100;190;
105841;PadreHurtado;5;1;100;184;1
124533;Lampa;2;1;70;100;1
616066;Ñuñoa;7;4;267;483;2
234903;LaFlorida;3;2;78;150;
81994;SanBernardo;3;2;55;62;1
101186;Buin;2;1;45;112;3
94848;Buin;3;1;70;110;2
407756;Maipu;4;3;85;493;2
695844;Ñuñoa;7;6;300;280;
509695;Peñalolén;5;4;180;490;2
1674902;LoBarnechea;5;4;260;1001;4
146260;Conchalí;4;2;120;189;
348692;Macul;4;2;140;320;1
112080;Lampa;3;2;98;98;
155666;Maipu;3;3;84;149;
96638;SanBernardo;4;2;90;100;2
332410;Ñuñoa;3;3;105;132;
118294;ElBosque;4;1;120;75;3
170637;PuenteAlto;3;2;;;2
249928;Maipu;3;3;74;148;1
128089;SanBernardo;4;2;76;122;
85540;SanBernardo;2;1;58;60;
624576;LaReina;3;2;193;442;
797783;LasCondes;4;4;210;510;5
629362;Ñuñoa;5;4;250;504;6
174346;EstacionCentral;6;2;140;200;2
121529;PuenteAlto;4;1;78;133;2
460941;Colina;4;3;125;385;2
113463;Lampa;2;1;80;150;
163138;Maipu;4;2;80;225;3
78456;PuenteAlto;4;1;70;80;
88332;Quilicura;3;2;60;97;2
102825;Renca;3;1;67;104;
1307478;Colina;6;6;633;5054;19
372299;Ñuñoa;3;2;115;172;
642659;LoBarnechea;3;4;140;11500;3
168421;Maipu;3;3;150;180;
79335;LaFlorida;3;1;66;64;
509695;Buin;4;3;230;5200;
157341;SanBernardo;3;2;65;116;
102117;PuenteAlto;4;2;100;85;2
261496;PuenteAlto;3;2;200;90;1
1041550;Colina;5;4;251;4300;3
281440;Quilicura;4;3;120;200;2
514127;Colina;3;3;139;500;
156454;Ñuñoa;3;1;82;82;
77210;PuenteAlto;3;1;50;56;
149440;PuenteAlto;4;1;80;100;3
161994;SanJoaquín;3;2;100;230;3
409086;LaCisterna;5;2;151;417;
265928;Maipu;7;4;;;
127113;Maipu;3;2;82;78;1
155666;SanBernardo;4;2;;;2
199446;LaCisterna;4;2;140;176;
842105;LasCondes;4;3;165;438;4
1573406;Vitacura;5;4;333;1100;3
161893;Ñuñoa;3;1;100;75;3
336239;EstacionCentral;4;2;265;400;
74097;SanBernardo;2;1;52;80;1
139169;Maipu;3;2;96;160;4
155666;PuenteAlto;4;2;134;134;1
2038735;Talagante;6;4;4000;200;3
85584;ElMonte;2;1;80;110;1
81994;PuenteAlto;3;1;50;105;
522105;Santiago;11;5;296;156;2
509695;Peñalolén;4;4;180;490;
1617727;LasCondes;5;6;517;1419;5
298879;SanMiguel;9;5;500;330;2
195014;Colina;3;2;80;80;1
500831;Peñalolén;4;4;156;280;2
896638;LasCondes;5;3;200;500;2
217933;Maipu;3;3;140;220;3
746814;LasCondes;3;3;162;204;2
211706;Independencia;3;1;85;198;
709141;LasCondes;7;1;158;577;1
199253;LaFlorida;3;2;71;135;1
609241;LaReina;6;4;180;425;3
163989;Ñuñoa;3;2;;;
1994458;LoBarnechea;5;4;700;3500;7
382050;LaReina;5;2;144;387;2
155666;Paine;4;2;115;480;2
567313;Pudahuel;5;3;135;1768;6
373599;EstacionCentral;3;1;130;314;
175592;Paine;5;2;125;750;2
261519;Paine;8;3;240;1000;2
124533;SanBernardo;3;3;80;120;2
105853;PuenteAlto;3;2;72;81;1
311333;Macul;5;2;184;276;1
119667;LoPrado;3;1;81;162;
80946;PuenteAlto;3;1;85;100;1
224159;Maipu;4;3;132;140;3
112443;PuenteAlto;6;2;110;110;1
495955;Peñalolén;4;3;140;410;4
136986;Maipu;4;1;90;126;
243767;SanJoaquín;3;1;;;3
155666;Maipu;3;2;;140;2
141828;Quilicura;3;2;120;225;
187878;Peñaflor;3;3;122;150;4
224159;Colina;3;2;72;1300;
70984;Colina;2;2;54;85;1
68493;Colina;3;1;54;85;1
487534;Peñalolén;2;4;140;347;1
1329639;LoBarnechea;5;4;390;890;
465374;Vitacura;3;2;190;300;3
487534;Peñalolén;3;3;140;330;2
74720;SanBernardo;3;1;78;104;2
662603;LasCondes;5;4;218;370;3
598337;Ñuñoa;2;2;100;625;4
930747;Talagante;5;6;400;5000;3
93400;LoBarnechea;2;1;48;78;1
186800;PuenteAlto;3;3;152;105;2
261519;Recoleta;5;2;181;252;
398892;Colina;3;3;140;480;2
93400;PuenteAlto;5;1;75;80;
837672;Providencia;4;2;250;500;7
485679;LaReina;3;3;120;130;2
797783;LasCondes;4;4;210;500;5
87173;CerroNavia;2;1;43;53;
340831;LaReina;3;2;87;158;2
465374;QuintaNormal;4;3;226;678;2
134496;PadreHurtado;3;2;59;167;
487534;Peñalolén;4;3;142;277;2
531856;Ñuñoa;4;2;180;324;
675900;Colina;5;5;300;5500;1
481108;SanMiguel;4;2;180;500;1
1240996;Colina;5;4;400;2600;
793351;LasCondes;4;3;230;295;2
99626;SanBernardo;4;2;44;82;
101895;PuenteAlto;2;1;55;80;
529639;Peñaflor;5;4;8000;320;
487091;Peñalolén;5;4;180;360;2
185554;PadreHurtado;3;3;90;140;2
249066;Ñuñoa;4;2;150;230;3
161893;Maipu;3;2;127;200;2
616066;LasCondes;7;4;216;326;2
1059279;LoBarnechea;5;4;190;705;6
165983;Independencia;2;2;85;100;
101939;Paine;3;1;60;123;2
1130193;LaFlorida;4;;1000;1000;
886426;LaReina;5;4;300;1150;6
740166;LasCondes;5;3;148;340;2
161773;Cerrillos;3;2;72;171;2
249066;Maipu;3;2;80;396;6
161893;QuintaNormal;6;2;130;222;
642659;Talagante;5;5;280;2500;2
174346;PuenteAlto;4;3;100;190;3
487091;Peñalolén;3;3;140;400;2
123288;Pirque;5;2;90;140;2
143213;Pirque;3;1;75;130;1
149440;PuenteAlto;3;2;85;150;2
576177;LaFlorida;5;4;200;1210;6
482659;Peñalolén;5;3;190;290;2
298879;Ñuñoa;3;2;79;169;2
305374;Lampa;3;3;145;350;2
478670;LaFlorida;5;4;194;454;3
886426;Providencia;6;5;180;300;3
180573;Colina;4;2;120;120;
298879;PuenteAlto;4;3;120;380;2
186800;Maipu;4;2;75;100;
118294;EstacionCentral;2;1;53;162;3
186061;Maipu;4;1;85;102;1
182382;EstacionCentral;4;3;121;229;3
354570;LasCondes;4;3;128;135;1
1240996;Providencia;5;3;250;890;8
164384;Maipu;3;3;86;143;
341274;LaReina;3;3;110;129;2
74720;LoEspejo;3;1;139;227;
731301;Vitacura;4;3;158;239;2
70914;Huechuraba;5;1;130;180;
1196675;Providencia;4;3;300;380;
423412;LoEspejo;8;2;470;1670;1
141828;Macul;4;1;79;100;
154681;Maipu;5;1;56;128;2
109474;LoPrado;5;1;117;90;2
279224;LaFlorida;3;4;107;75;1
778282;LaReina;10;4;222;800;6
222914;Recoleta;4;3;243;170;
176842;Cerrillos;3;1;75;220;2
482659;Peñalolén;5;3;190;290;2
161773;Cerrillos;2;1;80;126;1
607202;LoBarnechea;4;4;150;254;2
1108032;QuintaNormal;4;2;217;1299;4
136986;Ñuñoa;4;2;120;130;1
255293;Cerrillos;5;3;140;180;
336239;LasCondes;3;2;90;150;2
749030;LasCondes;4;2;170;375;2
261496;Independencia;3;2;171;203;
361146;Macul;3;1;105;254;3
438781;LaReina;3;2;90;420;3
274792;Quilicura;5;3;160;250;2
99626;PuenteAlto;3;1;64;93;2
2083101;Vitacura;7;5;475;1400;
2083101;Vitacura;7;5;475;1400;
1171766;Ñuñoa;6;4;272;605;
591532;QuintaNormal;5;2;381;1632;1
527423;Curacaví;5;3;235;8000;1
753462;Ñuñoa;4;2;247;509;4
186800;EstacionCentral;3;2;72;186;1
186800;SanBernardo;5;2;207;225;1
186787;Maipu;3;3;105;150;
149440;Maipu;3;2;115;115;3
154681;Quilicura;3;3;82;112;
343490;LaCisterna;5;2;145;280;
90909;PedroAguirreCerda;4;4;90;127;
308166;Ñuñoa;3;2;109;112;1
93400;PuenteAlto;2;1;75;84;1
155666;PuenteAlto;4;2;60;60;1
837672;Buin;5;3;230;5000;10
554016;LaReina;5;2;200;240;1
1989583;LoBarnechea;7;7;700;3500;
155125;EstacionCentral;3;1;100;160;
620498;Maipu;5;3;1100;220;3
771191;CaleradeTango;6;5;480;5200;12
567313;LaFlorida;4;4;170;274;4
514570;LoBarnechea;4;3;232;1016;2
576177;LaReina;5;3;210;390;4
169751;Maipu;2;2;61;120;
199253;Lampa;4;2;120;250;2
331967;LaFlorida;4;4;121;177;2
323786;Melipilla;4;3;172;5200;
881994;Colina;6;6;350;4500;8
518116;LaFlorida;4;;182;467;
361146;Santiago;5;3;250;240;1
498132;Santiago;11;4;399;200;
222914;Macul;2;1;70;300;4
219390;Providencia;5;4;82;82;
72229;Melipilla;2;1;48;84;
93400;Pudahuel;3;1;76;79;
747198;Ñuñoa;10;3;345;412;1
249066;PuenteAlto;3;2;136;210;
149629;LaCisterna;4;3;135;117;
1418281;LoBarnechea;4;4;876;5490;4
278781;QuintaNormal;3;2;129;462;3
881994;LaReina;6;4;305;815;4
319113;Macul;7;2;112;190;
139036;SanBernardo;5;3;90;140;2
249066;LoPrado;5;2;177;327;
452077;LaFlorida;4;3;160;390;
480886;Peñalolén;5;3;150;147;
398448;Colina;3;3;130;350;2
135729;SanJoaquín;3;1;104;180;2
149440;ElBosque;3;2;110;162;
217920;PuenteAlto;5;3;160;194;3
311333;PadreHurtado;2;2;90;516;
921883;Colina;4;3;262;550;2
507479;LoBarnechea;3;3;150;380;1
159557;Maipu;3;2;78;168;2
396676;Colina;5;4;222;222;
144709;Peñaflor;3;1;100;200;
180573;Renca;5;2;165;155;
1280885;LoBarnechea;4;4;261;706;6
354570;Macul;5;3;125;225;4
410959;Macul;7;7;;;
224159;SanBernardo;3;2;74;144;2
753462;LasCondes;8;4;360;561;1
394460;PadreHurtado;6;6;199;354;3
381163;Ñuñoa;4;2;150;190;1
452077;Independencia;5;3;318;318;4
203878;PuenteAlto;3;3;95;178;1
99626;QuintaNormal;3;1;60;194;
480886;Peñalolén;5;4;162;386;3
49813;Colina;2;1;70;108;
952908;SanJosédeMaipo;6;2;565;5160;20
74097;CerroNavia;9;3;187;162;
309806;Talagante;4;3;120;210;2
126316;PuenteAlto;3;2;70;98;2
514127;Huechuraba;3;3;160;420;3
633795;LasCondes;4;4;120;240;2
301385;IsladeMaipo;3;3;140;1100;3
89664;PuenteAlto;2;1;66;81;1
498132;LaCisterna;4;2;245;750;
203878;PuenteAlto;3;3;98;149;
182441;ElBosque;3;3;120;300;3
487534;Ñuñoa;3;3;119;270;2
97136;PadreHurtado;3;2;110;55;1
597894;Providencia;4;3;132;336;
221606;PuenteAlto;3;3;90;160;1
183446;LaFlorida;3;2;70;160;3
576177;Colina;3;3;140;400;3
480886;Peñalolén;6;4;150;347;2
224159;Maipu;5;2;110;132;3
144000;Peñaflor;3;2;70;150;2
477562;Peñalolén;4;4;200;350;2
379833;Huechuraba;4;4;140;240;3
221606;Peñaflor;3;4;100;180;2
133250;PuenteAlto;3;2;100;100;2
198161;Cerrillos;3;3;95;160;2
90859;SanJoaquín;3;1;83;119;
350138;Quilicura;4;3;147;397;4
443213;LasCondes;2;2;170;221;2
139612;SanBernardo;4;2;80;100;1
180573;Lampa;3;3;75;177;
199253;Maipu;3;3;100;101;1
662603;LasCondes;5;3;157;352;4
257064;Huechuraba;3;3;120;163;2
159113;Lampa;3;2;108;279;2
249066;SanJoaquín;6;2;170;358;
460772;Ñuñoa;6;7;196;234;
165318;Conchalí;4;2;135;296;1
226039;Recoleta;5;3;220;280;
80946;LaPintana;3;1;95;95;1
753462;Vitacura;4;3;350;129;2
997229;LoBarnechea;5;3;250;678000;4
1042304;LasCondes;9;6;300;1300;6
476454;Peñalolén;3;3;145;280;2
660387;LoBarnechea;4;5;180;216;2
234903;Peñaflor;3;3;90;160;3
70870;SanBernardo;3;1;60;43;2
580609;LaFlorida;5;5;190;631;3
576177;Vitacura;5;3;160;160;3
1054847;LoBarnechea;4;4;260;694;4
136986;LaGranja;2;1;60;200;2
87173;SanBernardo;3;1;72;170;
168120;PadreHurtado;3;2;90;140;
1130193;LoBarnechea;4;5;290;870;5
243767;Tiltil;3;3;103;265;
435866;LaCisterna;2;1;120;538;4
474238;Peñalolén;2;;;;
1945173;LoBarnechea;7;7;420;865;3
469806;Peñalolén;3;3;130;330;3
211058;Renca;8;2;258;236;3
186149;Pudahuel;3;2;68;120;3
236613;Cerrillos;5;3;146;180;2
680332;Ñuñoa;5;4;200;400;2
709141;LasCondes;4;2;100;392;5
966204;LasCondes;5;5;280;436;4
664819;Providencia;6;3;230;248;
469806;Peñalolén;4;3;177;286;2
113463;PuenteAlto;4;2;134;128;1
1994458;LasCondes;7;11;676;947;4
124533;Recoleta;4;1;96;207;
465374;PadreHurtado;5;4;340;5000;13
309806;Huechuraba;3;3;116;180;2
1662049;Colina;6;6;292;5000;2
331967;PuenteAlto;3;2;150;300;1
203878;PuenteAlto;3;2;90;200;
105853;EstacionCentral;3;1;53;55;
78456;LaPintana;3;2;100;60;1
872686;Providencia;4;5;240;350;3
136986;PuenteAlto;3;3;90;80;
286426;Huechuraba;5;3;149;300;1
1063711;LasCondes;4;5;280;515;
177285;SanBernardo;4;3;90;122;2
155666;SanBernardo;3;2;90;120;2
510585;LasCondes;2;1;90;180;
108344;Maipu;3;2;;;1
195014;Maipu;3;2;101;180;3
248199;Buin;3;3;100;218;2
607202;LasCondes;4;3;140;272;
1240996;LasCondes;5;4;300;900;
1728531;Colina;4;7;650;3000;2
261052;LaCisterna;4;2;300;125;2
421052;Peñaflor;4;3;215;5000;12
704709;LoBarnechea;5;4;140;342;2
797783;LasCondes;4;3;210;500;
642659;LaReina;5;3;163;497;4
159113;Buin;4;3;93;175;1
124533;LoEspejo;3;1;70;224;
93275;PuenteAlto;3;1;54;79;1
467590;Peñalolén;4;3;140;277;
465374;Peñalolén;4;5;174;425;2
323786;Ñuñoa;4;2;160;110;2
611634;Ñuñoa;4;3;198;402;
143213;PuenteAlto;4;3;103;109;2
478670;LoBarnechea;3;3;170;280;1
684932;Peñaflor;4;2;220;912;
97136;PuenteAlto;4;2;98;98;1
158157;Maipu;4;2;135;120;2
576177;Macul;5;2;198;624;4
1236564;LaReina;6;5;347;1375;6
181717;Pudahuel;3;2;105;150;2
106814;Quilicura;2;1;54;70;1
172478;Maipu;3;3;80;140;
372299;Colina;5;4;160;488;5
2171743;LoBarnechea;4;6;700;2300;10
487534;Ñuñoa;4;3;146;184;2
236613;Santiago;4;2;80;190;1
531856;Ñuñoa;5;3;205;250;
1307478;LoBarnechea;6;5;450;1409;5
895290;Colina;4;5;364;5000;2
412188;QuintaNormal;4;4;160;300;4
398493;SanMiguel;4;1;690;76;3
130760;LaReina;3;2;70;64;
118306;Buin;3;2;73;85;
1134625;LoBarnechea;4;3;220;970;
180573;Quilicura;3;3;88;120;2
1240312;LoBarnechea;4;7;803;361;
168120;Maipu;3;3;84;121;2
1551245;LoBarnechea;5;4;298;735;4
248199;Lampa;3;3;101;180;2
509695;SanMiguel;4;2;167;443;3
975068;Huechuraba;4;5;300;805;5
990581;LoBarnechea;3;3;180;703;3
1994458;LasCondes;5;5;580;2000;1
309806;PuenteAlto;3;3;120;262;5
435866;Independencia;5;2;220;410;
728518;SanMiguel;4;2;280;500;1
398448;LaFlorida;4;4;127;370;2
1462603;LoBarnechea;5;7;650;1600;6
464930;Peñalolén;4;3;140;277;2
85928;Renca;4;1;98;100;2
660387;LaFlorida;4;3;200;2800;1
886426;LaReina;4;5;187;758;
1152354;Providencia;7;7;358;500;5
1373960;Colina;5;6;580;4000;
224159;LaFlorida;4;3;139;162;3
78456;ElBosque;3;1;52;42;
1240996;LoBarnechea;6;6;368;1197;8
217174;Maipu;3;3;72;80;
323786;Macul;4;3;181;256;2
1187811;Colina;4;4;2061;392;
784433;Ñuñoa;6;3;252;533;
793351;Colina;4;4;220;400;3
797783;Vitacura;4;3;142;371;
226039;Cerrillos;5;2;155;218;1
1130193;LoBarnechea;4;5;1040;320;4
327978;Buin;4;3;123;264;3
500831;Colina;3;2;139;5056;
310160;Ñuñoa;3;1;64;200;
673684;Vitacura;3;3;140;332;4
120797;PuenteAlto;3;2;95;142;
332410;Huechuraba;4;4;140;190;2
149440;PuenteAlto;4;1;120;200;
1307478;LoBarnechea;6;5;363;1022;
261496;Maipu;3;3;104;159;2
114570;LaGranja;4;1;90;130;1
148920;Maipu;3;2;86;96;2
1502492;LoBarnechea;6;6;368;1197;8
174346;Peñaflor;4;2;160;180;3
123275;Maipu;4;2;128;124;1
171856;Maipu;3;1;96;220;
118306;Quilicura;4;1;90;105;2
143213;PuenteAlto;3;1;90;141;2
1152354;Colina;6;7;850;5002;8
1280885;LoBarnechea;5;4;305;852;
193026;SanBernardo;3;3;;140;2
195014;Quilicura;3;2;103;137;2
95890;SanRamon;4;1;75;108;1
86550;Maipu;3;2;70;85;1
680332;LaReina;6;3;250;350;3
700276;CaleradeTango;5;6;470;5000;12
239335;Santiago;8;1;135;148;
527423;LasCondes;3;3;110;195;1
664819;Vitacura;6;4;190;280;2
108344;Maipu;5;2;140;140;1
742382;LoBarnechea;4;3;225;458;
571745;LaReina;3;4;140;185;
762326;LasCondes;4;3;190;390;2
311357;SanMiguel;7;2;201;212;2
421052;Ñuñoa;5;3;103;184;1
545152;LasCondes;3;2;103;273;
174346;PuenteAlto;3;3;82;170;2
98132;PuenteAlto;2;1;69;75;2
1041550;LoBarnechea;4;4;260;694;4
421052;Colina;13;13;350;350;6
531856;LaFlorida;4;5;182;495;4
239335;Macul;4;2;80;145;
199253;LaFlorida;4;2;110;150;1
310249;Peñaflor;4;3;110;300;2
208310;SanBernardo;3;2;70;183;2
265219;SanMiguel;3;3;160;500;3
610212;Providencia;3;1;228;517;
176842;LaFlorida;5;4;162;92;1
212742;SanBernardo;3;3;82;173;2
391756;SanMiguel;5;2;162;400;
159557;PuenteAlto;3;3;76;129;3
86692;PuenteAlto;2;2;48;97;2
154410;PuenteAlto;3;2;154;154;1
193026;Maipu;4;2;190;1;4
94645;Lampa;3;2;60;80;2
886426;Recoleta;9;9;367;383;
102117;Conchalí;3;1;52;100;1
341185;SanJosédeMaipo;3;2;140;1017;4
348692;Lampa;5;3;300;5000;
531856;Melipilla;5;4;290;14560;
616066;LasCondes;5;2;133;172;2
580609;LaFlorida;5;5;190;631;3
101939;Lampa;4;1;60;99;4
536288;Vitacura;3;2;280;113;2
620498;Colina;4;3;260;456;4
118306;PadreHurtado;3;2;78;118;
93400;Maipu;3;1;90;70;
115193;LaFlorida;5;2;106;105;
463158;Peñalolén;3;3;135;342;2
571745;Peñaflor;4;4;7000;441;6
247756;SanJoaquín;3;2;103;177;1
309363;LaFlorida;4;3;137;200;1
921883;LaReina;6;5;270;573;4
1325207;LoBarnechea;4;4;550;1097;
105853;PuenteAlto;3;1;5160;7022;1
598337;LaReina;5;3;192;304;2
199253;PuenteAlto;3;3;112;186;
155666;PuenteAlto;2;1;116;140;2
793351;LaReina;5;5;231;438;4
221518;PadreHurtado;2;2;108;271;2
463158;Peñalolén;3;3;142;342;
443213;LaFlorida;4;3;113;390;4
319113;LaFlorida;3;3;120;302;
1462603;LoBarnechea;5;4;450;2006;3
394460;LaReina;5;2;103;216;
460941;Peñalolén;5;4;160;302;2
354919;Independencia;4;3;300;413;
474238;LasCondes;4;2;105;220;1
1613295;Vitacura;4;4;355;1005;4
193026;Curacaví;3;2;144;5400;5
259280;Macul;4;3;112;275;3
