price_usd;comuna;dorm;bath;built_area;total_area;parqking
199446;LaFlorida;3;3;99;112;1
367372;LaFlorida;4;3;140;223;2
359002;LaFlorida;4;3;120;234;2
198338;Peñaflor;3;3;80;123;2
1285318;Colina;6;7;633;5050;7
74720;Colina;3;2;100;200;
186800;SanRamon;3;3;161;174;
66002;PuenteAlto;3;1;53;60;1
775623;LasCondes;4;3;190;300;3
620498;Colina;6;5;165;550;4
443213;Peñalolén;5;4;180;426;2
212742;Colina;3;3;105;182;
338127;LaFlorida;5;2;151;166;1
137396;Maipu;3;2;73;157;2
99989;Paine;4;;;;
224159;Maipu;3;2;91;115;
193026;PuenteAlto;2;2;239;239;2
103362;Lampa;6;2;133;138;2
95890;PuenteAlto;4;2;50;80;1
102028;Maipu;2;2;80;90;1
819501;Colina;2;3;202;580;2
97136;Quilicura;3;1;69;100;1
64757;Colina;3;1;80;80;1
642659;Pirque;6;5;350;10000;1
177833;Lampa;4;3;119;119;1
1750691;LasCondes;5;6;524;1362;4
811080;Santiago;5;4;305;21000;10
71606;LoPrado;2;1;39;155;1
325008;ElBosque;3;3;146;361;4
885096;LasCondes;6;4;320;620;4
975068;LoBarnechea;5;3;225;610;
79701;Buin;4;2;142;98;2
120997;Santiago;3;1;98;75;
1351800;Vitacura;8;3;365;680;
163989;Colina;3;2;76;76;1
1017661;Santiago;12;5;477;578;2
148194;Pirque;4;1;90;387;3
443213;Peñalolén;4;2;128;268;
193026;PuenteAlto;4;3;115;115;2
205208;QuintaNormal;3;1;147;300;1
199253;Colina;5;1;147;180;
150737;Huechuraba;4;2;94;105;
68493;Peñaflor;3;2;72;100;2
224159;Maipu;3;3;115;130;2
72229;PuenteAlto;3;1;65;70;2
102117;CerroNavia;4;2;114;70;1
434349;Peñalolén;4;3;172;272;2
361219;Huechuraba;4;3;118;169;2
105853;LaFlorida;2;1;180;180;
130760;Melipilla;3;2;90;200;2
93400;PuenteAlto;3;1;70;90;
199253;Santiago;3;1;90;360;
119552;Colina;3;2;56;56;
115235;Quilicura;4;2;65;90;1
137396;SanJoaquín;3;2;78;94;
181717;Maipu;3;1;82;160;1
580609;Colina;5;4;270;270;
373599;Santiago;3;2;288;288;1
261519;Maipu;5;3;140;100;1
315068;Maipu;3;3;123;200;3
100872;PuenteAlto;3;2;55;80;2
170610;IsladeMaipo;2;1;90;500;3
363435;PuenteAlto;4;1;173;1000;3
143213;Pirque;3;2;144;500;2
296389;Ñuñoa;3;1;70;268;2
990581;Providencia;7;3;250;450;4
105853;PuenteAlto;5;2;105;113;3
199253;EstacionCentral;2;1;61;200;3
103362;PuenteAlto;4;2;70;70;1
85928;LaGranja;4;2;200;160;2
193026;PuenteAlto;4;2;105;180;
236613;EstacionCentral;3;;90;235;
370083;Maipu;5;3;180;294;4
143213;Peñaflor;3;2;;;2
163989;Colina;3;2;76;76;1
305817;Colina;4;2;90;305;2
425484;SanBernardo;3;2;144;400;
108344;PuenteAlto;3;1;73;78;1
87173;PuenteAlto;5;1;79;37;
186800;PuenteAlto;5;;118;110;2
837672;Colina;4;4;300;350;
858503;Peñaflor;3;4;502;725;
121440;PedroAguirreCerda;2;2;67;130;1
124533;Lampa;3;1;51;130;2
227895;Maipu;3;4;90;234;
80946;LoEspejo;3;1;64;78;
93400;Santiago;2;2;45;45;
576177;Vitacura;3;3;110;224;2
122042;Lampa;4;2;120;145;1
952908;Santiago;7;5;614;614;
212742;Colina;3;3;105;182;2
195989;Maipu;3;3;90;160;1
664819;LoBarnechea;5;4;180;320;3
476454;LaFlorida;4;1;114;114;
230471;Colina;3;3;93;93;
249066;PuenteAlto;5;3;200;260;5
438781;Lampa;3;3;184;184;
434349;Peñalolén;4;2;128;252;3
609418;LasCondes;7;4;216;326;2
742382;LoBarnechea;4;3;140;300;2
124533;PuenteAlto;4;2;125;75;1
72229;PuenteAlto;2;1;40;78;2
165629;Renca;3;3;63;63;
633795;Colina;6;5;207;468;2
367867;Maipu;5;3;160;300;4
642659;Santiago;5;4;151;400;
91834;LaFlorida;3;1;78;66;1
199446;Maipu;4;1;100;240;2
700276;Colina;2;2;205;5358;1
819944;Colina;3;4;300;5000;3
429917;Peñalolén;4;3;132;169;2
118306;PedroAguirreCerda;3;1;70;81;1
452077;Colina;3;3;139;368;4
118306;Santiago;3;1;98;75;
93400;PadreHurtado;3;2;51;72;1
1041550;Santiago;11;6;538;10000;8
115235;Recoleta;3;1;36;48;
1152354;LoBarnechea;5;3;286;850;5
842105;Independencia;5;4;689;689;10
105853;PuenteAlto;3;1;77;86;2
1108032;LoBarnechea;5;5;703;703;4
149440;Lampa;3;2;67;133;2
709141;Santiago;13;4;320;520;
122415;LaFlorida;3;2;60;110;
112080;Peñaflor;3;2;110;1121;1
87173;Buin;3;1;50;85;1
74720;LaFlorida;2;1;45;45;
201662;Maipu;4;2;95;115;3
611634;LoBarnechea;4;4;180;216;2
171856;PuenteAlto;3;2;75;200;5
1130193;LoBarnechea;7;5;367;1182;4
1139057;LoBarnechea;6;5;278;1009;2
84060;PedroAguirreCerda;3;1;90;147;
155666;Curacaví;3;2;105;105;1
1010526;LasCondes;6;5;216;448;3
186149;Colina;3;3;90;90;
88643;PuenteAlto;2;1;60;60;1
187213;LaGranja;5;2;160;204;4
134515;LaFlorida;4;2;64;100;1
1263157;LoBarnechea;4;3;257;257;3
193026;Maipu;3;3;86;132;
1263157;LoBarnechea;4;3;170;1200;2
141828;CerroNavia;3;1;95;162;
149440;Colina;2;1;88;295;
527867;Santiago;3;2;400;4600;2
161893;Pudahuel;3;1;110;120;1
186800;Pudahuel;5;2;131;172;1
221669;LaFlorida;5;2;200;200;2
487534;Curacaví;3;1;64;5000;
620498;CaleradeTango;4;4;340;5044;
103362;Buin;3;2;95;110;1
139612;PuenteAlto;3;2;67;89;1
79701;Buin;4;2;142;98;2
311333;Recoleta;6;2;170;189;
731301;Pirque;4;4;341;5000;7
287671;LaFlorida;4;3;116;173;1
1994458;LasCondes;5;8;580;1994;9
775623;LasCondes;4;3;120;400;6
398506;SanMiguel;7;2;180;396;
172853;SanBernardo;3;1;93;223;2
257861;IsladeMaipo;5;2;140;650;4
274349;Colina;3;3;128;300;2
68493;SanBernardo;3;1;42;60;1
193026;PuenteAlto;7;2;105;210;3
118306;PuenteAlto;3;2;101;101;1
186800;PuenteAlto;3;3;90;165;3
122042;Santiago;4;2;100;100;2
333748;LaFlorida;2;1;403;403;3
598337;Lampa;5;4;286;5048;
396676;Pudahuel;3;2;110;500;2
230471;Colina;3;3;90;90;1
103091;Buin;2;1;60;120;1
354570;Colina;3;3;92;202;1
332410;LaFlorida;5;3;139;200;2
159402;Maipu;3;2;115;70;3
259280;Colina;3;3;112;150;6
97507;SanBernardo;2;1;50;72;1
203878;Maipu;4;1;65;199;2
1994458;LasCondes;4;4;380;500;3
421052;Peñalolén;4;3;135;125;
122042;Maipu;3;1;70;130;1
298879;SanMiguel;3;2;120;390;4
992797;Providencia;5;4;240;320;
286426;Renca;4;2;200;504;
731301;LasCondes;4;3;167;470;3
150692;Santiago;2;2;52;52;
200687;Maipu;5;2;130;130;
120797;Pudahuel;2;1;49;127;2
249066;Melipilla;4;1;120;303;1
174346;PuenteAlto;3;3;118;94;1
310249;PuenteAlto;4;2;112;200;2
168120;Maipu;7;3;145;110;1
99626;Maipu;2;1;40;97;2
161893;Maipu;4;1;112;168;2
242839;PuenteAlto;5;2;110;123;
119667;PuenteAlto;4;1;72;98;
1453738;LasCondes;6;5;300;870;3
296509;LaFlorida;3;3;121;248;1
68493;Buin;4;1;58;72;
842105;Independencia;5;4;689;689;10
288088;PuenteAlto;3;3;138;198;1
174346;EstacionCentral;3;1;156;304;
296953;LaFlorida;4;4;121;203;1
87173;PuenteAlto;3;1;70;84;
273973;Independencia;5;2;300;413;
819944;Colina;5;5;330;2300;8
124533;Renca;7;3;154;210;
193026;Maipu;3;2;82;116;2
80946;LaFlorida;2;1;65;144;1
93400;PuenteAlto;2;1;59;100;2
1014958;Vitacura;6;4;180;464;2
372742;Maipu;5;3;109;286;4
118306;Macul;3;2;70;128;
155666;PuenteAlto;3;3;100;85;1
99626;Talagante;3;;5000;5000;
219054;PuenteAlto;4;3;120;170;2
186800;Maipu;4;3;100;150;2
571745;Vitacura;4;2;220;162;2
155666;LaFlorida;3;2;71;132;1
195014;Maipu;3;2;80;190;3
886426;CaleradeTango;6;6;488;6860;6
674127;Vitacura;3;2;103;264;3
74720;Colina;2;1;55;55;2
176310;Maipu;3;2;70;146;1
203435;Santiago;3;2;75;78;1
704709;Colina;4;4;247;360;
620498;Vitacura;4;3;200;312;2
819944;Ñuñoa;5;4;195;300;3
168120;Renca;3;2;104;190;2
731301;Colina;5;3;280;280;1
161893;Maipu;2;2;61;120;2
112080;Maipu;2;1;107;100;1
704709;Colina;3;3;220;220;2
136986;PuenteAlto;3;1;87;110;2
359002;LaCisterna;6;3;188;336;2
206094;Colina;3;3;81;100;2
182382;LaFlorida;3;1;56;230;2
80946;SanBernardo;3;2;81;108;
580609;LaFlorida;5;6;220;631;4
246870;Tiltil;3;2;300;300;
421052;Peñalolén;4;3;108;260;2
418393;Peñalolén;3;3;122;134;
183933;Quilicura;4;2;80;125;2
354570;Colina;4;3;140;140;2
186800;Macul;3;2;;;1
775623;Colina;5;4;340;340;
418393;Peñalolén;3;3;136;185;
1458171;LasCondes;6;7;418;318;4
129418;Santiago;3;1;98;75;
496887;EstacionCentral;1;1;572;572;
527423;Vitacura;2;2;110;320;
56040;Lampa;3;2;44;44;1
199446;Maipu;3;1;46;168;3
234903;Macul;4;2;90;120;1
575734;CaleradeTango;4;5;260;5000;8
1307478;Santiago;5;5;320;1500;6
124533;LoEspejo;2;1;70;224;
210526;Cerrillos;3;2;120;196;3
80946;PuenteAlto;3;2;48;60;2
93400;PadreHurtado;3;1;71;162;
414404;Peñalolén;4;4;150;326;2
88418;PuenteAlto;2;1;56;80;1
165629;Renca;3;2;82;122;1
296953;Colina;6;2;215;1181;5
248199;Colina;3;3;112;112;
366537;Curacaví;5;3;290;290;
155666;PuenteAlto;4;2;93;136;4
94645;Maipu;4;1;60;80;1
118306;Lampa;3;1;51;130;2
509252;Colina;4;3;126;126;2
930747;Vitacura;4;4;200;400;3
68493;PuenteAlto;2;1;60;60;1
421052;LaFlorida;3;3;130;363;2
366537;Curacaví;5;3;290;290;
152377;Conchalí;3;1;80;171;1
85928;Maipu;3;1;53;62;
1041550;LasCondes;4;3;245;416;3
793351;LasCondes;4;3;193;210;2
46077;SanBernardo;2;1;42;42;2
1236564;LasCondes;5;3;385;1280;2
112080;PedroAguirreCerda;5;2;60;85;1
183933;Colina;3;3;98;98;1
1494396;Providencia;10;3;280;362;
161773;PuenteAlto;4;2;109;110;2
219036;IsladeMaipo;3;1;100;710;5
886426;LoBarnechea;5;4;236;450;2
487534;Colina;3;3;139;412;2
249066;SanMiguel;4;3;;700;4
296953;Colina;6;2;225;1120;5
149440;SanJoaquín;3;2;150;162;
105853;Pudahuel;4;1;79;89;
423412;LaFlorida;3;3;127;1300;7
161893;Macul;2;1;58;200;
309806;Huechuraba;3;2;116;180;2
332410;Maipu;3;2;47;390;
186800;LaFlorida;3;1;60;144;1
118306;Santiago;3;1;98;75;
58531;Melipilla;4;1;60;80;
230471;Colina;3;2;72;72;1
168120;Renca;2;1;72;185;2
622665;LaFlorida;3;2;80;995;
412188;Peñalolén;5;3;137;266;
149440;Colina;2;1;88;295;
211706;SanMiguel;4;3;150;200;2
598337;Santiago;4;4;140;495;3
168120;SanBernardo;8;3;342;533;3
153130;Quilicura;3;3;98;98;1
198471;PedroAguirreCerda;3;2;165;180;2
179501;Colina;3;2;73;73;2
885983;LasCondes;4;3;164;164;2
296953;Colina;6;2;215;1181;5
156676;Macul;4;2;87;171;2
279180;LaFlorida;6;3;162;184;
1187811;LoBarnechea;6;4;320;735;3
199253;Maipu;3;3;90;159;1
106726;Santiago;3;1;74;125;1
367867;LaFlorida;3;3;105;280;
125872;Maipu;3;2;66;90;1
686980;LaReina;4;4;196;240;8
118306;LaGranja;4;1;180;180;2
199253;Santiago;4;2;134;102;
70984;Santiago;2;1;50;50;1
611634;Colina;4;4;184;431;2
70984;Santiago;3;1;60;60;
509252;Colina;4;4;140;460;5
196762;Maipu;3;2;99;267;3
1063268;LaReina;5;4;240;600;3
196762;Maipu;3;2;99;267;3
228255;Cerrillos;3;2;96;371;
212742;Colina;3;3;105;182;2
137396;QuintaNormal;3;2;70;110;2
2654846;LoBarnechea;6;4;692;692;7
487534;Ñuñoa;3;3;121;252;4
332410;Melipilla;7;4;550;5000;3
143601;Buin;3;3;70;140;2
186800;PuenteAlto;4;3;60;146;2
398448;LoBarnechea;5;3;114;251;2
105853;PuenteAlto;3;2;79;74;1
208310;Colina;4;3;110;170;1
886426;Colina;3;3;524;5250;5
407756;Peñalolén;4;3;120;239;2
1057240;Providencia;7;7;350;305;5
211706;Maipu;3;1;49;144;3
265928;Colina;3;3;113;130;2
149440;PuenteAlto;3;;100;260;1
168120;SanJoaquín;5;2;163;110;
224159;Independencia;9;2;217;217;
152908;Recoleta;2;2;90;140;1
975068;LoBarnechea;7;5;420;2200;4
398892;Colina;3;3;152;325;
160648;Maipu;3;3;66;141;2
775623;Ñuñoa;6;4;256;585;5
105853;Santiago;3;1;90;120;1
69738;PuenteAlto;2;1;56;90;1
194570;Maipu;3;3;107;143;2
554016;Colina;4;3;140;459;
232687;LaFlorida;3;2;86;86;2
265928;Cerrillos;5;3;143;148;
2511776;LaReina;4;4;228;4928;
443213;QuintaNormal;5;4;168;440;4
168120;SanJoaquín;4;1;81;180;2
1284874;LasCondes;5;5;270;538;3
143213;LoEspejo;4;2;128;234;
2171743;LasCondes;5;4;470;1763;6
744598;LasCondes;5;4;140;488;
195014;Quilicura;3;2;77;137;
279224;Quilicura;3;;135;200;
611634;Colina;3;3;170;735;
211706;LaFlorida;3;2;80;500;
766758;Colina;3;3;310;820;2
1240996;Colina;6;6;300;5000;
611634;Maipu;5;3;370;6170;
571745;Colina;3;3;140;514;
108344;Quilicura;4;2;100;80;2
134496;SanJoaquín;8;2;147;175;1
775623;LasCondes;3;3;180;300;4
265928;Colina;3;3;130;280;4
1019390;LaReina;5;3;242;1350;1
224159;LoPrado;4;3;100;270;3
73474;Peñaflor;3;2;89;78;
881994;Paine;6;8;562;5000;5
78456;ElMonte;3;1;36;80;1
80946;CerroNavia;3;1;70;128;
84682;LaFlorida;3;1;76;76;2
82192;Lampa;3;2;54;78;
112080;LaFlorida;3;2;100;150;
242839;Quilicura;3;2;130;180;
92154;PuenteAlto;3;1;68;80;1
75965;Lampa;3;1;75;90;
104608;Pudahuel;2;2;70;80;2
124533;ElBosque;6;2;103;163;
182604;PuenteAlto;3;2;90;142;1
115816;PuenteAlto;3;1;90;135;
149440;Quilicura;3;3;100;122;
1772852;LasCondes;4;3;356;356;10
421052;LasCondes;5;2;98;128;1
152553;PuenteAlto;5;2;98;140;
174346;Maipu;5;4;200;250;1
174346;Renca;3;3;80;120;
224159;PuenteAlto;3;2;137;137;
161893;Maipu;3;1;214;100;2
161893;Maipu;3;3;66;141;
154421;EstacionCentral;3;1;80;122;
143213;Maipu;3;1;100;113;2
205479;Maipu;3;2;180;180;
178082;EstacionCentral;3;1;180;285;1
747198;Macul;4;3;602;602;1
407756;Peñalolén;4;3;120;200;1
327978;SanBernardo;3;3;157;463;6
332410;Ñuñoa;4;3;109;70;1
1143489;Colina;5;6;490;5000;4
793351;LasCondes;5;5;210;319;3
178172;PuenteAlto;7;2;127;100;
177285;Colina;3;2;62;62;3
359002;Macul;3;2;117;290;
1240996;LasCondes;4;5;250;625;5
341274;Huechuraba;4;3;129;263;2
611634;Colina;4;4;250;5000;6
224159;LaFlorida;4;3;120;209;4
753019;LasCondes;14;4;257;447;2
709141;Ñuñoa;4;4;173;366;10
405540;Peñalolén;4;4;140;210;3
149440;Quilicura;4;2;74;87;1
84682;PuenteAlto;3;1;80;100;1
143213;Maipu;2;2;97;128;
1058531;Vitacura;4;3;120;490;2
105853;LaPintana;3;1;100;120;1
429917;LaFlorida;5;4;152;315;2
176399;Quilicura;2;2;72;192;5
186800;Ñuñoa;3;1;120;250;2
975068;Ñuñoa;5;4;300;600;4
975068;Providencia;4;3;172;407;1
137396;Quilicura;3;1;51;126;1
190582;PuenteAlto;4;3;89;149;
230386;Ñuñoa;3;2;90;220;1
265928;Melipilla;4;2;250;5000;1
396676;Peñalolén;4;3;127;140;2
1970525;SanBernardo;3;2;200;12500;
394460;Peñalolén;5;4;140;256;2
376288;LaFlorida;3;3;105;300;2
109589;PadreHurtado;2;1;70;92;1
412188;LaFlorida;3;3;108;340;2
70984;PuenteAlto;3;2;50;80;1
212609;PuenteAlto;4;3;109;153;1
156366;SanMiguel;3;1;79;139;2
1063711;Huechuraba;4;3;350;4000;8
2880884;Vitacura;5;6;530;4300;6
112080;PuenteAlto;3;1;100;80;1
149440;LaGranja;4;;;;1
660387;Colina;3;3;188;449;
664819;SanMiguel;4;1;176;297;
881994;Colina;5;4;301;5002;12
1325207;LaReina;4;5;253;754;4
205479;LaFlorida;3;2;77;200;1
841661;LoBarnechea;6;5;234;603;2
118306;LaPintana;3;1;87;100;1
456509;LaFlorida;5;3;189;1005;
199253;LasCondes;3;1;60;160;2
105853;Lampa;6;3;160;250;1
522991;Ñuñoa;3;2;140;230;2
99626;Quilicura;3;2;60;120;1
136986;SanBernardo;2;1;56;90;1
105853;LaFlorida;3;1;80;100;1
97136;PuenteAlto;2;2;80;100;1
124533;Conchalí;4;2;85;90;1
207867;PadreHurtado;3;3;77;136;2
249066;ElBosque;6;3;300;500;3
554016;Colina;3;3;163;377;
686980;LaReina;4;4;196;282;4
287645;Colina;3;3;102;298;2
343490;Huechuraba;3;3;106;244;
249066;LasCondes;2;1;40;160;
1019390;LasCondes;5;4;314;568;5
642659;Colina;6;6;261;5000;5
394460;Peñalolén;5;3;200;264;1
638227;Colina;3;4;151;384;2
660387;Colina;3;3;150;530;2
72229;PuenteAlto;4;2;80;100;1
1263157;LasCondes;5;4;290;790;4
70984;Colina;3;1;84;68;1
249066;LasCondes;4;1;110;180;1
647091;Colina;4;3;153;550;
141828;PuenteAlto;3;1;60;162;1
77210;PuenteAlto;2;1;42;57;1
575734;Colina;3;3;140;404;2
333075;LaCisterna;6;3;325;500;
417186;Ñuñoa;4;2;108;106;1
766758;Colina;5;3;182;439;
176837;PuenteAlto;4;3;110;270;1
660387;Colina;6;7;360;5000;5
286426;LoBarnechea;7;3;140;160;2
226039;Renca;3;3;106;195;2
157341;Maipu;3;2;64;125;
598337;Colina;4;3;164;460;
80946;Lampa;4;2;74;87;1
205479;LasCondes;3;1;65;160;2
975068;LasCondes;5;4;240;350;2
997229;LasCondes;4;4;250;700;4
721107;Colina;3;4;191;491;
653739;Colina;3;4;160;541;3
1551245;LoBarnechea;4;4;301;1102;6
288088;Tiltil;5;4;200;54000;10
66002;LaGranja;2;1;58;69;
602326;Colina;3;3;170;750;
231631;Macul;4;3;140;335;
298879;SanMiguel;9;5;500;330;2
597894;LasCondes;3;3;160;292;3
535492;LasCondes;3;2;120;250;2
234903;Lampa;4;3;140;160;
207867;PadreHurtado;3;3;77;136;2
971357;Buin;4;2;150;4080;
108344;Quilicura;2;1;85;100;1
115816;PuenteAlto;4;2;117;89;2
1639888;LoBarnechea;5;5;450;1800;2
1994458;LoBarnechea;5;7;700;1350;
620055;Vitacura;3;1;90;350;2
136986;PuenteAlto;2;1;80;100;2
433905;LasCondes;3;3;140;280;3
186800;EstacionCentral;4;2;93;214;2
80946;Melipilla;2;1;54;120;2
221163;SanBernardo;4;3;110;210;2
98381;Maipu;2;1;53;73;1
394460;Peñalolén;5;3;200;260;1
124533;ElBosque;4;2;135;132;1
828808;Santiago;11;3;275;313;1
176842;Maipu;4;3;109;128;2
310249;Santiago;5;3;233;210;2
255293;LasCondes;3;1;75;300;3
286316;Santiago;3;2;87;110;1
62267;PuenteAlto;3;1;60;60;1
398448;Pudahuel;3;3;110;500;2
105853;Maipu;4;1;75;160;1
161893;LaFlorida;5;3;80;200;1
68493;PuenteAlto;2;1;56;90;1
452077;SanBernardo;11;8;400;520;
210461;PuenteAlto;3;3;132;160;2
186800;Maipu;3;3;90;178;2
230471;LaFlorida;3;1;85;150;1
1019390;LaReina;3;4;260;260;6
136986;LaPintana;4;3;190;200;2
1183379;Providencia;7;3;331;387;4
819944;LasCondes;5;4;170;370;2
2650413;LoBarnechea;5;6;600;1650;6
186800;PuenteAlto;3;3;82;120;1
226039;Recoleta;5;3;220;280;
176310;Maipu;3;2;70;146;1
165008;Maipu;4;2;70;145;2
112080;Quilicura;4;2;66;90;1
575734;Colina;3;3;160;562;
112080;Pudahuel;3;1;45;75;
877562;Colina;4;4;255;731;5
168421;Lampa;3;2;70;210;2
1551245;LoBarnechea;4;4;320;1200;6
664819;LasCondes;4;4;143;244;2
1240996;LasCondes;4;4;300;300;3
298879;LasCondes;3;1;75;341;
161773;Cerrillos;3;2;151;59;2
230386;Tiltil;4;5;140;306;3
161773;Peñaflor;3;3;73;160;1
391091;Peñalolén;5;3;140;250;
105853;PedroAguirreCerda;4;1;83;81;
171856;Maipu;3;3;96;121;1
68493;SanBernardo;3;1;43;60;1
180573;Quilicura;3;3;88;120;2
180831;Cerrillos;3;2;82;121;
387811;Peñalolén;4;3;110;300;2
94645;Lampa;3;1;;;2
622665;IsladeMaipo;6;4;300;5100;1
118306;Quilicura;3;1;90;105;2
103362;Lampa;3;1;81;120;2
625156;Vitacura;4;3;140;300;3
387811;Peñalolén;3;4;140;300;4
84060;PedroAguirreCerda;3;1;90;147;
222936;LaFlorida;3;3;99;137;1
181717;Pudahuel;3;2;105;150;2
159402;Maipu;3;2;115;70;3
168120;Renca;2;1;72;185;2
177285;SanBernardo;4;3;90;122;2
236613;Santiago;7;3;161;184;
386052;Peñalolén;4;3;189;200;3
1063711;LoBarnechea;4;3;250;950;4
1054847;LoBarnechea;4;4;260;694;4
177285;Buin;3;3;93;161;1
168120;EstacionCentral;4;2;160;160;2
3013848;LasCondes;3;4;500;3500;6
1130193;Providencia;6;3;460;800;4
255293;LasCondes;3;1;50;200;1
230262;Ñuñoa;3;1;81;95;1
930304;LasCondes;6;5;265;480;5
718005;Colina;3;3;175;500;2
236613;Maipu;3;3;140;165;1
80946;LaPintana;3;1;70;80;1
161893;Paine;3;2;125;455;1
131058;PuenteAlto;3;2;90;100;1
1014913;LaReina;8;5;321;1958;6
;Maipu;3;1;60;60;1
332410;Maipu;3;1;88;278;3
376731;Huechuraba;5;4;140;272;
93400;PuenteAlto;2;1;45;70;1
238449;Independencia;6;1;200;279;
187922;Talagante;4;2;113;580;
398448;Ñuñoa;4;2;100;180;2
217174;PuenteAlto;3;2;100;200;2
90909;PuenteAlto;3;1;75;100;2
1706370;LoBarnechea;5;5;340;1050;
1320730;LasCondes;6;6;350;1300;2
975068;SanMiguel;3;1;112;660;2
83437;SanBernardo;4;2;96;100;
166205;Santiago;4;2;117;117;
1085872;Vitacura;4;4;200;400;2
186800;LoPrado;2;1;130;170;2
159557;Buin;3;2;75;160;2
1994458;LasCondes;4;4;650;2500;6
363435;SanMiguel;6;2;130;400;
118306;Cerrillos;3;1;85;110;1
332410;Paine;4;2;100;5100;
217933;LasCondes;3;1;75;160;
93400;PuenteAlto;3;1;100;200;1
797783;Pirque;3;5;290;5040;2
80946;SanBernardo;3;1;47;75;1
753462;Colina;4;4;235;636;
1551245;LasCondes;5;4;590;1100;4
93400;SanBernardo;3;2;120;120;
93400;PuenteAlto;4;2;100;100;
572852;LasCondes;4;3;125;250;3
442770;LasCondes;4;3;95;200;3
149440;Quilicura;3;3;85;85;1
1240996;LoBarnechea;4;4;290;800;2
180573;Buin;3;2;66;189;3
102117;PuenteAlto;5;2;80;140;1
465374;SanMiguel;3;3;169;714;
1196232;LasCondes;5;5;270;538;3
607202;Colina;3;3;140;500;2
155666;PuenteAlto;3;2;102;198;1
93400;LoEspejo;4;3;;;2
89664;SanBernardo;2;1;;;1
77210;CerroNavia;2;1;57;;1
386052;Peñalolén;4;3;189;200;
386052;Peñalolén;3;3;150;245;
319069;Santiago;7;2;203;203;
274792;SanBernardo;3;3;122;244;2
568731;EstacionCentral;8;5;311;572;
205479;SanJoaquín;3;2;110;250;2
134958;LaReina;3;1;76;135;1
67248;PuenteAlto;5;1;65;90;1
93400;LoEspejo;3;1;90;105;2
224159;LasCondes;2;1;40;160;1
230386;Independencia;9;2;217;217;
201743;LasCondes;5;1;100;160;2
664819;Lampa;4;4;411;5000;3
62267;LaFlorida;3;1;;;1
571745;LasCondes;4;3;140;230;2
149440;Lampa;4;1;75;400;3
114570;PuenteAlto;3;1;70;100;1
112080;Quilicura;4;2;67;78;1
188986;PuenteAlto;3;2;77;136;1
74720;PuenteAlto;2;1;46;60;1
576177;Colina;4;3;186;471;
222936;LaFlorida;3;3;99;137;1
186800;PuenteAlto;3;3;82;120;
146949;EstacionCentral;3;1;74;170;1
255293;LasCondes;3;1;67;306;3
1258725;LoBarnechea;5;5;357;1190;2
189474;SanBernardo;3;3;81;153;
84682;LaPintana;2;1;100;126;
310249;Colina;3;3;114;402;2
2393350;LasCondes;5;6;840;2300;6
93400;PuenteAlto;4;2;100;120;2
180573;LaFlorida;4;2;95;120;
62050;Colina;2;1;5749;9935;
309806;Ñuñoa;3;2;180;180;2
172853;Quilicura;3;3;78;121;2
1728531;LoBarnechea;5;5;400;1200;6
130760;Pudahuel;3;2;100;75;2
1320775;LasCondes;6;6;350;1300;2
611634;Colina;3;3;140;500;2
108344;Pudahuel;2;1;53;125;2
642659;Providencia;3;2;140;330;2
105853;Lampa;6;3;160;250;1
323786;SanMiguel;7;3;200;202;3
242839;SanJoaquín;6;5;170;259;3
97994;PuenteAlto;2;1;56;58;2
195856;Lampa;3;3;;500;2
87313;PuenteAlto;3;2;65;75;1
221606;SanBernardo;4;2;98;300;3
97019;PuenteAlto;2;1;70;100;3
217933;Independencia;9;2;217;217;
248199;PuenteAlto;4;2;116;318;5
224159;LaCisterna;4;2;80;320;
199253;PuenteAlto;3;3;89;104;1
120797;LaGranja;3;2;90;110;1
978659;Providencia;10;6;487;509;2
664819;Vitacura;4;3;96;230;2
531412;LoBarnechea;4;3;165;170;1
160886;Maipu;5;2;104;154;2
672478;Independencia;27;6;651;651;
290304;LaFlorida;4;3;117;138;2
567313;SanBernardo;5;4;138;836;3
1161218;LoBarnechea;4;3;220;8000;
319113;Peñaflor;4;3;120;380;2
3545704;LasCondes;5;6;650;2250;6
383379;Peñalolén;3;3;106;244;1
775623;Colina;5;4;185;590;
298879;Santiago;5;4;260;190;1
841661;LoBarnechea;6;5;234;603;2
1280885;LoBarnechea;4;6;500;1400;
180573;Recoleta;4;2;116;240;
108344;PadreHurtado;4;2;75;85;1
230386;PuenteAlto;4;3;136;160;1
383379;Peñalolén;3;3;106;244;1
379833;Peñalolén;3;1;103;346;1
110834;SanRamon;3;1;;;2
376288;Peñalolén;3;3;108;144;2
207970;PuenteAlto;3;3;95;136;2
339501;LaFlorida;3;2;110;307;
105853;PuenteAlto;4;2;100;100;
174346;SanMiguel;3;2;150;330;
217933;EstacionCentral;5;2;160;80;
56040;Renca;2;1;30;100;2
598337;LasCondes;5;3;300;600;3
104608;PuenteAlto;3;1;61;81;1
170637;Colina;3;2;80;80;
123288;LoBarnechea;5;2;60;80;1
211706;LaCisterna;6;5;176;210;2
99626;PedroAguirreCerda;3;1;80;86;
118306;PedroAguirreCerda;3;1;91;128;
261496;PedroAguirreCerda;5;4;270;198;2
311333;LasCondes;7;2;152;170;1
207867;PadreHurtado;3;3;77;136;2
997229;LoBarnechea;5;3;203;603;2
